,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,beta_2019,beta_2020,beta_2021,beta_2022,average_beta_201923,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Insurance (Life),7,1.3498741645691907,1.2990179689213628,0.3098442646854746,4.356621433478715,4.192486732778502,159.36,-1789.213,,0,0,0.01589436617420584,1.0830438797279165,27.65986602162233,0.5630073934473762,0.1651944483760486,0.3978129450713276,5518.4,2195.290956081614,0.48503918606217,0.16392941336009778,0.3211097727020722,4432.241280712084,1423.2359902101985,0.9888301516268004,0.22139956377848255,0.0742,0.12448480461289801,0.05194,0.011169848373199565,193.2932,15,12.01,-2.99,-0.000541823717019426,25.15,25.4,0.25,0.00023955538520505938,-277.9499999999998,65.69,-6.420000000000002,0.0001001928357470467,0,0,1.077673050403169,0.5227136592086891,0.937785831536258,0.5279803566251089,-0.014449999999999994,0.20303333333333332,0.2242,0.26875,0.5630073934473762,0.5630073934473762,0.09311539114092557,0.025342754039309856,0.020065810080655687,0.019983653519876795,0.017495992316003083,0.020029175235715454,0.01753584726993992,0.020029175235715454,0.01753584726993992,0.003907983346819451,0.06682480227610868,0.003907983346819451,0.9068846088590744,0,0.06291681892928923,8.215656077888855e-05,0.0007549561483646993,58.00413850586982,58.00413850586982,16.727220779179614,22.8291474823126,195.97860839221894,195.97860839221894,38.238276360174076,52.1872259605971,0.2857142857142857,72.258644141427,65.19550354579734,43.22823302927363,64.62570612082142,28.13199234298563,1.0467718081110933,10.290626058245852,15.070531884656468,0.7931982655112109,0.7658811379296424,4626.7,1328.26,134.57,0.10131299594958817,0.2870858279119027,0.30691807137939453,0.029085525320422762,0.029886512536922292,0.011296023240010609,1.2888269356094655,0.045224385029406254,0.2302797779415308,0.22139956377848255,0.3120608937480093,1.1,0.64,1.17,1.42,1.135974832913838,0.18675155872009963,0.0006851818015713502,3.9153245804077154e-07,0.00712670642896296,0.06308271449453157
Insurance (Prop/Cas.),2,1.8667378864076332,1.6260073098247987,0.33618080128895134,5.552779573522255,4.836704843318005,20.020000000000003,7.7999999999999545,2.566666666666682,0,0,0.0017839155632764555,0.02368710147883579,1.197113568314154,0.030282453225456907,0.1970105112459529,-0.16672805802049598,6921.5,-1154.008253588863,0.08895649832261027,0.19618137619707587,-0.10722487787446561,5722.180569423096,-613.5601127320316,0.9942846065561091,0.24522379780062248,0.0742,0.11031969653363277,0.05194,0.005715393443890937,58.227700000000006,0,5.51,5.51,0.000796070215993643,27,0,-27,-6.279069767441861,3.5579999999999927,0,0,0,0,,0.02368710147883579,0.002107121602969555,0.7221960877862594,0.02186986924799537,0.139,0.171,0.125,0.198,0.030282453225456907,0.030282453225456914,0.25262404928395205,0.030598093458489656,0.08309367746456256,0.08309367746456256,0.07392680818280846,0.08352343558712733,0.07430915551970901,0.08352343558712733,0.07430915551970901,0.0384665917285879,0.18936949825549992,0.0384665917285879,0.747375950716048,0,0.15090290652691202,0,0.003271485087808937,14.546884433304703,14.546884433304703,15.01105015337192,16.647807757523196,32.59385415340834,32.59385415340834,15.01105015337192,16.647807757523196,0,70.81401119402986,93.99312882788078,23.060224089635852,50.97410668047644,46.961354961832065,2.3717856041329326,1.6094015696533683,1.7666752163865866,1.4369279280594445,1.2537744805802975,252.29999999999998,42.193999999999996,82.6,1.9576243067734749,0.16723741577487117,0.16723741577487117,0.3273880301228696,0.3273880301228696,0.005748246936747096,1.6194908465164939,0.1324487179970101,0.23363147559590564,0.24522379780062248,0.8036310303530729,1.22,0.51,1.19,1.63,1.2833475772815264,0.21963591298525365,0,0,0,-1.4063590312550183
Investments & Asset Management,96,0.574967963203818,0.63913592274821,0.14061444781276686,4.08896789872836,4.54530763154041,123.97400000000006,152.52400000000011,0.8128163436573914,0.014,0.7980000000000018,-0.006242050600711304,-0.032318517770407194,0.23998447600853637,0.08215132760463853,0.10098792528340084,-0.018836597678762307,14101.524999999996,-265.62475308200857,0.051542131316036174,0.09337971917270649,-0.041837587856670314,18516.7477243067,-774.6960597354816,0.8257313864251111,0.39045362338115686,0.0819,0.14322736122627291,0.05733,0.17426861357488888,412.28,0,22.680999999999997,22.680999999999997,0.0016084076013055328,1153.2519999999995,749.5249999999997,-403.72699999999975,-0.08994727619675671,2.4029999999999987,57.973,-110.50599999999999,0.0023400613308951997,0,0,-0.1782819842137529,-0.009189033441628741,0.6441134299962278,0.05291477340216751,0.18654250000000008,0.08409039215686274,0.1014,0.11726666666666664,0.08215132760463853,0.08214178684378605,0.5467955763308857,0.26069506441882623,0.255415268067471,0.2504667248159878,0.21459303674560684,0.250466908251591,0.21459319390821263,0.25064648703807046,0.2147727726946921,0.2838055940367239,0.3757051505356306,0.28473274265864795,0.4532044236691143,0.0009271486219240941,0.09189955649890669,0.004948543251483211,0.0011749133386081787,15.690901733805527,15.74412416132632,17.18188198159621,22.28154164373104,19.715328453481074,19.779735357328292,22.412539772866737,29.064682135857332,0.32291666666666663,68.74456605132062,82.54422138581187,23.696701984649184,18.157442514285513,18.005897608708636,1.5354659700433746,1.286472938436644,1.2371950414554302,4.785988218911487,5.613599542975747,1574.6689999999996,338.4059999999999,302.66400000000016,0.8943813052960061,0.21490611677755767,0.21691491555865275,0.19220801323960796,0.19386600837047363,0.21104758331805767,0.5568679745665636,0.03147999505293885,0.4014250163650536,0.39045362338115686,1.0782510209760428,0.52,0.39,0.55,0.55,0.5169935926407636,0.11481853719570045,0.12430182558264083,0.10037779055982674,0.13471874541488993,0.11163499508971285
Machinery,149,1.054070244348252,1.06471026162881,0.17354758078900606,6.07366717274935,6.134976107349216,364.8459999999997,282.7099999999998,1.2905309327579497,47.92900000000001,-203.96879999999976,-0.006531939453183674,-0.08107268208736218,1.749101753442039,0.19574855059847984,0.1423963084564832,0.05335224214199663,5192.488000000001,277.0308770954119,0.1225804883727552,0.1377518261904616,-0.01517133781770641,6468.588792924636,-98.13714578128939,0.9454016243293601,0.3682406282815568,0.0819,0.1870156898663628,0.05733,0.054598375670639854,128.69730000000007,1.307,205.28000000000003,203.97300000000004,0.039282324773788596,287.2629999999999,532.1569999999998,244.8939999999999,0.11760519415657379,11.493000000000023,131.11499999999995,0.18699999999992656,0.012414355716099964,0.008,6.101513938145905e-05,0.4659587784015992,0.05711745461804045,0.8733820204600057,0.17096326462381797,0.26065944444444455,0.071880375,0.20749499999999999,0.30393333333333333,0.19574855059847984,0.14432901050892963,0.41943280226122476,0.08983579955136096,0.10866811852695096,0.1083664627345057,0.08810023394783462,0.1083780023205375,0.0881096154502239,0.09035035215994316,0.07008196528962957,0.11739792933140766,0.22974168789364172,0.12121127218668183,0.5805671977387752,0.003813342855274158,0.11234375856223405,0.0003016557924452591,0.0018436975770313815,23.506122677469424,24.183194498971307,29.54096241774105,39.73728325417377,27.01127976436288,27.888665517994635,30.20974287702263,40.63689912211748,0.20134228187919467,36.00124933349539,29.927383318777224,31.187755970301694,40.7025146346637,34.39833497994723,1.1317723726677087,6.150603198484816,5.110045383301905,3.18826087878793,3.2740715836287997,1313.9250000000002,329.18999999999994,265.9859999999997,0.8080014581244866,0.25053941435013405,0.2566968309478314,0.20243621211256324,0.20846898899758734,0.05775151455802742,1.0233406316579015,0.02915328732133124,0.37254590951610966,0.3682406282815568,0.36593707551823657,0.86,0.54,1.01,1.13,0.9188140488696505,0.16006068552752928,0.1718047731085306,0.18574554852212527,0.12849546853428687,0.17776886077873688
Metals & Mining,39,1.0351938274591044,1.2055440105577309,0.1686065409663036,6.139701470217518,7.150042955917479,3290.7089999999994,2544.546000000001,1.2932401300664236,50.6,2.4316000000017084,0.015023865210204128,0.12188782901690641,1.5089391479616288,0.21887599816856304,0.15609943222726722,0.06277656594129583,25250.119000000006,1585.115760429067,0.2104668892066185,0.13067832495978973,0.07978856424682876,35253.24800000001,2812.806042957388,0.7426217130722809,0.4188802811438193,0.0819,0.19871267861796152,0.05733,0.25737828692771914,5814.264999999999,17.23,6.937,-10.293,-0.00040764164319383986,6412.719000000001,6104.4569999999985,-308.26200000000244,-0.018911175839789313,-7.65900000000002,3080.3100000000004,-100.9399999999996,0.05025752677155413,0,0,0.22562602282707303,0.04748680714847556,-0.05204242356800526,-0.011390837405558301,0.230565,0.04643759999999999,0.046568,0.39320000000000005,0.21887599816856304,0.2188778219468432,0.4170376632723755,0.10389405727297032,0.1750126694223891,0.17401289512026757,0.1394343266168528,0.17401289512026757,0.1394343266168528,0.17405860617818156,0.1394800376747668,0.23785832452016262,0.2833091324399888,0.23795327704258548,0.5829623367276244,9.495252242287554e-05,0.045450807919826135,0.0009997743021215187,0.00016056018491660657,5.042728667475184,5.044894458712526,6.4095297450461635,9.048701525927436,4.689157291644778,4.691029192969978,6.412170450608466,9.052429561743105,0.15384615384615385,29.60153440086568,24.864392238078732,11.785983902412758,7.737607669891683,8.50271474163298,0.21624401682688144,1.805372803271568,1.6812285603017156,0.8841507791163702,1.1158003441150097,8634.207000000004,2527.3349999999996,1633.1880000000003,0.6462095448367552,0.2927118842529486,0.2927379412526664,0.18915321349140687,0.18922358439280929,0.3465806108239498,0.9701736477483782,0.06280966712322752,0.42905885815278094,0.4188802811438193,0.5287342983988337,0.96,0.73,0.82,1.08,0.9250387654918208,0.15284848819429553,0.05867797063506301,0.15898951115824667,0.14792335957251326,0.04625825213742805
Office Equipment & Services,13,0.8775655848238868,0.8810525563141972,0.1339716756369775,6.5503814940840375,6.5764091710070245,11.138000000000002,8.616,1.2927112349117922,0,0.04339999999999833,0.010388842543472452,0.16317856165464587,1.9836940038374806,0.14110792095929742,0.12452641372937139,0.016581507229926032,118.42000000000002,1.963582086167841,0.12559802166988535,0.11964757634749913,0.005950445322386214,124.48391713757032,0.7407347424435683,0.9273943784928551,0.4607993290097501,0.0819,0.22459717441508087,0.05733,0.07260562150714489,9.008000000000001,0.178,0,-0.178,-0.0015031244722175305,4.35,3.081,-1.2689999999999997,-0.04502874175005321,-17.728,0.068,0.068,0.000373788622533957,0,0,0.7532649093860521,0.09460858241223359,0.4609216038300419,0.06503968924168214,0.41445,0.19669999999999999,,,0.14110792095929742,0.13925054359028913,0.3321279025504377,0.06766880755493282,0.08142529703812293,0.08142529703812293,0.06313740539745187,0.08142795589373016,0.06313946708160253,0.08160370851179623,0.0633152196996686,0.10380743344483229,0.20804007483659867,0.10637892912390963,0.6678720974495622,0.002571495679077339,0.10423264139176638,0,0.003596044351213665,13.256416753484245,13.56974306326101,18.130641719653095,23.189033356412853,14.114763300375738,14.46441121703871,18.439777693683283,23.5844172884489,0.23076923076923073,57.22949634407814,56.85059198625927,,25.184315092366685,20.382819687212507,,3.058905710221499,2.864522705667392,1.462994759818254,1.5015134047314316,21.922000000000004,4.72,3.9190000000000005,0.8302966101694916,0.21530882218775654,0.22152584703831105,0.1787701852020801,0.1846755572310447,0.07828990900844056,0.8352769280295964,0.04818859983299944,0.4770647979689447,0.4607993290097501,0.7973053664668805,0.43,0.76,0.71,0.84,0.7235131169647773,0.14160145039352834,0.11630449748519871,0.17611708202058812,0.08667357798313746,0.22994030890344946
Oil/Gas (Integrated),1,0.9783457902145843,1.4237018715270562,0.2664582518894845,3.671666324000205,5.34305791406883,5441.3,3108.8,1.750289500772002,0,6.760000000000218,0.031070945187593728,0.4488761299633252,1.5854294393906911,0.15328932024900882,0.17732619209958256,-0.024036871850573738,33444.6,-803.9035642936984,0.1098848595789933,0.11924390746826344,-0.009359047889270139,47487.26,-444.4355404702223,0.5367728801813378,0.225626339487265,0.0742,0.2654143612631064,0.05194,0.46322711981866216,1804.1,0,0,0,0,2608.2,4378.5,1770.3000000000002,0.09196029235300535,1350.199999999999,1472.7,-370.5,0.019065904047766386,0,0,0.3586695395476557,0.03941235198845633,0.6480972165330525,0.09934638177762631,0,0,0.129,-0.00083,0.15328932024900882,0.1525773845473438,0.20014690314619787,0.06809478839172933,0.09422920344226215,0.09422920344226215,0.06921941959830284,0.09422920344226215,0.06921941959830284,0.0943189923453632,0.06930920850140389,0.14713027493202743,0.15035523730968006,0.14796839324351788,0.7998530968538021,0.000838118311490456,0.003224962377652658,0,0.01488822211330669,3.6063861334047584,3.6282865611887445,5.31423819122394,7.234334447868698,3.384212132636757,3.4034900831445056,5.31423819122394,7.234334447868698,0,3.7188416911176314,4.351161565919598,2.8687196110210698,3.7188416911176314,4.351161565919598,,0.6107468178719372,0.7444033703973845,0.2962914260895206,0.50075643166148,6542.6,1736.5,1849.7,1.0651885977541031,0.2654143612631064,0.2654143612631064,0.28271635129764927,0.28271635129764927,0.8629853275414555,0.887545032887256,0.0928104952620206,0.2388451443569554,0.225626339487265,0.502715630810655,1.58,1.18,0.99,1.25,1.1956691580429168,0.14118986643822917,0.02772165971333963,0.08062140296489334,0.05331813828819316,0.007346485548104132
Oil/Gas (Production and Exploration),6,0.7170735115603526,1.2601234186054662,0.1646175792057118,4.355995969690897,7.654853295046774,984.0409999999999,356.79100000000005,2.7580320131393443,0,3.3999999999998636,0.12979088160659558,0.5550867454378854,0.7660713587500111,0.43614195764167135,0.16141000863031185,0.2747319490113595,1747.0000000000005,479.95671492284515,0.2097843032717527,0.10257890010798561,0.1072054031637671,6342.7119999999995,679.9729971116635,0.43475111794723176,0.348740028988477,0.0819,0.11965997822874948,0.05733,0.5652488820527682,202.912,0,0.034,0.034,1.9461934745277616e-05,557.8,262.657,-295.143,-0.07211345696142869,-51.42099999999999,1.66,-0.19000000000000017,0.00017617218177573072,0,0,0.6485171790246389,0.1360487245614464,0.733690316822847,0.31999313108185456,0.166,0.001033333333333329,0.161,-0.00016,0.43614195764167135,0.4323026694833876,0.7524290127331512,0.156811011387187,0.31024167673395797,0.31024167673395797,0.27311816445032183,0.3102717056948492,0.27314460014640657,0.3109714424703386,0.27384433692189597,0.3245624072591516,0.38732323928733864,0.3266410370922232,0.24757098726684879,0.002078629833071618,0.06276083202818704,0,0.003912557599655894,2.5515071783102954,2.5653353723975103,3.17110381723667,4.2079377690206625,4.197286092081093,4.22416722154588,4.418726738294696,5.863487354776824,0.33333333333333337,33.96935241520958,17.195946472492334,2.9647058823529413,6.7584104424740765,3.0383110579421655,,1.2027202567433328,0.9575321279561206,0.6478739321296488,1.3710058820901327,1557.46,380.512,261.67199999999997,0.6876839626608359,0.24431574486664184,0.2944639090102345,0.16801201957032602,0.20087636605939266,1.3001665981256332,0.6597102010824049,0.07999641536489778,0.3721403991707253,0.348740028988477,1.1496795172758816,0.86,0.54,0.64,1.27,0.8054147023120706,0.12419809422774986,0.08322854432112156,0.11497868889908766,0.05546010780062441,-0.13652132036213438
Oil/Gas Distribution,11,0.9110829904265221,0.8820370446176817,0.14627304839151148,6.22864567632402,6.030072213008368,175.249,307.997,0.5689958019071614,24.6,0,-0.012710918169556327,-0.13728573957960782,2.471231907483425,0.31353426217864677,0.12462220444130043,0.18891205773734634,2430.114,459.0778362763337,0.23549888380661438,0.11264977589328429,0.12284910791333009,3442.9289999999996,422.9607562589336,0.8220829790401682,0.371763399323628,0.0819,0.12960882437354104,0.05733,0.17791702095983175,206.17000000000002,20,15.5,-4.5,-0.0018517649789269145,229.33000000000004,94.30999999999999,-135.02000000000004,-0.0823493535008539,67.082,1.237,-0.6219999999999999,0.00021404120699861106,0,0,0.21689389969830022,0.051078271283413475,0.7294087074301374,0.22869462091078857,0.16373333333333331,0.6805500000000001,0.283,0.13035000000000002,0.31353426217864677,0.3135342621786468,0.17729808012810117,0.08955092665071045,0.10948657518867513,0.10948657518867513,0.09529614889378564,0.10948657518867513,0.09529614889378564,0.10948657518867513,0.09529614889378564,0.14002096311873286,0.14666684531625443,0.14002096311873286,0.8227019198718988,0,0.0066458821975215665,0,0.004001398168089516,6.321773651101501,6.321773651101501,8.131911389931961,9.616167366211283,6.503578752275805,6.503578752275805,8.317342642629102,9.835443976021567,0.18181818181818177,69.76414177976015,61.6629978104958,13.780497994652407,11.783246052126088,9.895597579642645,0.7591559324620364,2.6528137376085947,2.47160618670818,0.8904191636472538,0.9106373606121853,915.0559999999998,148.83000000000004,203.29399999999998,1.365947725592958,0.16264578342746244,0.1608489123297073,0.22216563795002714,0.222866345311611,0.21642221709487355,0.7659925764467134,0.15925049145290798,0.3998453512083224,0.371763399323628,0.6261953134254604,0.97,0.64,1.03,1.09,0.9282165980853044,0.13446643816570147,0.061629406474355074,0.03592737236074617,0.04488100762128543,0.007758681077106563
Oilfield Svcs/Equip.,22,0.9578424830835928,1.1753302451963452,0.20652789917981715,4.637835793069441,5.6909030201920725,20972.774,7314.322000000002,2.867357220532538,303.3,20.54859999999826,0.04307572207484802,1.2697498286588713,1.7169471150374962,0.07344826703658076,0.1531596328576044,-0.07971136582102363,129640.18600000003,-10333.79629135155,0.0660688072950482,0.12767584326488746,-0.061607035969839255,189055.4275999999,-11647.144528446535,0.7340719270981249,0.35216514521453934,0.0819,0.17126390334946226,0.05733,0.26592807290187515,4177.856750000001,0,3265.52,3265.52,0.02518910301470872,9295.070999999998,22829.187999999995,13534.116999999997,0.1672144909834868,1430.5900000000038,1870.828,97.28799999999978,0.006084845255542047,0,0,2.1740987584722715,0.14364011191390805,0.5612346270634259,0.04122171075873032,0.24660000000000004,-0.03719999999999998,0.1627833333333333,-0.11649999999999999,0.07344826703658076,0.07350894311382122,0.15838905019584965,0.029334259557488383,0.04635624394815212,0.04635624394815212,0.038417092664971696,0.04635624394815212,0.038417092664971696,0.046419548679465586,0.038480397396285164,0.07852586144116008,0.09509682665463937,0.07873262785574965,0.8416109498041504,0.00020676641458956336,0.01657096521347928,0,0.010105183248244486,12.58146758658455,12.61889364534946,18.921268356962162,25.85497258491292,11.657435826321377,11.688131015968198,19.79928653608337,27.05474077814194,0.31818181818181823,91.01716885331597,50.332942493178514,11.366775952027663,15.510960035717144,19.836418203546444,,1.6171973473901755,1.412254482848636,0.6883104711024386,0.9178205566660445,14989.230999999998,3761.987000000001,1801.7799999999997,0.47894370714199686,0.2509793197529614,0.24601973026555105,0.12020496581845994,0.13224116099897865,0.3622643273570219,0.9375752085946364,0.021159297950232643,0.38894393528638865,0.35216514521453934,0.7969113265985014,1.11,1.13,1.22,1.31,1.1455684966167188,0.1497871343092969,0.022278954862009984,0.13941019402724852,0.1036814406449628,0.003940512036957848
Packaging & Container,79,0.6949749586603011,0.890249944429256,0.13735732911037968,5.059613223127123,6.481270058140512,496.73400000000004,241.1950000000001,2.0594705528721566,-0.021,0.7065999999999804,0.03951158378589182,0.6905292163151951,1.478543060181414,0.11672383238149159,0.1254213195929666,-0.008697487211475008,2656.604,-23.10577931595335,0.09554060661649896,0.10354415832676286,-0.008003551710263901,4385.937193607557,-35.10307512700781,0.67870851384611,0.400483176325303,0.0819,0.17594393986454318,0.05733,0.32129148615389,48.22642000000002,0.794,30.992000000000008,30.198000000000008,0.011367143917572965,270.78299999999996,447.627,176.84400000000005,0.08683146464634069,-4.058000000000035,20.48,-1.3119999999999976,0.0034159425441132795,0,0,1.3528022752537048,0.12924755000991897,0.8444755537926207,0.09857042299115715,0.14694705882352943,0.031189148936170207,0.13821999999999998,0.24075000000000002,0.11672383238149159,0.11596826514093855,0.37493016358106523,0.047817842254738285,0.0786326850323919,0.07826999056408396,0.06449886005107841,0.0782824321684223,0.06450911263053123,0.07839139471574645,0.06461807517785538,0.12777871072910998,0.21128155592225942,0.1290171457950033,0.6250698364189348,0.0012384350658933504,0.08350284519314943,0.0003626944683079517,0.0024141079512589206,7.213540582292263,7.287376108333788,11.263236947485971,15.409379495539826,7.292338007060968,7.363015563977604,12.018490097743094,16.442651055196716,0.26582278481012656,35.89444663829646,28.37483704330053,16.57813025551199,12.792079443349651,10.490046278374535,0.43572362526997027,1.5398354395642724,1.3271930532083611,0.6636722784074816,0.9408366358434288,516.6730000000001,121.73199999999997,110.10799999999999,0.9045115499622122,0.2356074344895126,0.28290974603577773,0.21310964575272942,0.25896918467089064,0.4733865563777788,0.6686717819021122,0.03784766117169668,0.4167039009822951,0.400483176325303,0.29964023489781777,0.78,0.51,0.72,0.83,0.7069949917320603,0.12518227907826796,0.17217439497335066,0.1699134144060331,0.11549644499280391,0.221444865583302
Paper/Forest Products,50,0.5999979732045353,0.6896748651642124,0.151503178115938,3.960299583586201,4.55221384621013,383.40699999999975,200.15199999999996,1.915579159838522,6.629,0.8082000000001699,0.035064032631662356,0.36737281198455657,1.2129510738707308,0.16428269655983752,0.10590536438047786,0.058377332179359656,2856.929,166.7798932458458,0.13374994533427095,0.09613584546270344,0.03761409987156751,4483.609534756547,168.6469368254451,0.7988791429076603,0.3481388397265155,0.0819,0.17032448956389232,0.05733,0.20112085709233973,34.852599999999995,0,5.014,5.014,0.0017550313640976028,413.377,255.97899999999996,-157.39800000000005,-0.10452956118942076,-2.6169999999999902,34.34400000000001,-4.603999999999999,0.00556635976376359,1.809,0.052672955974842756,0.43220992638850314,0.057808054027391566,0.925741886548033,0.15208337344050205,0.11899681818181819,0.09055258064516127,0.19920000000000002,0.26925,0.16428269655983752,0.16409281407720244,0.40054839668806935,0.08630186935530106,0.13302959198102232,0.13271332243184064,0.11010899353030912,0.13272610800507464,0.11011960140730827,0.1328747179176611,0.1102682113198947,0.12547589832963707,0.20884344822805384,0.1260666972026142,0.5994516033119306,0.0005907988729771389,0.08336754989841678,0.00031626954918166167,0.0014772729989101566,7.920833242573722,7.948652800065258,10.073896357114394,14.008737216655138,10.672878736694589,10.723131612450024,10.137376829641179,14.097013016454168,0.28,40.13797891705175,23.82082040199679,15.886123031189982,19.64358523033273,12.265344581917859,0.45553740322814706,1.923530650734212,1.6557915878490224,1.0999167218146368,1.3454945719790963,669.8010000000003,181.505,120.66800000000002,0.6648191509875763,0.2709834712101056,0.27343161405237415,0.1801550012615687,0.18292037745859696,0.25175379640069856,0.5863447103781885,0.02275551491186871,0.3782934316554111,0.3481388397265155,0.4304812979329286,0.51,0.42,0.64,0.95,0.623999594640907,0.11762870517765833,0.07791024527622925,0.17326257231218228,0.12239797043210694,0.10461479564114361
Power,30,0.8424999994028688,1.084083589769622,0.18018836400136717,4.675662627118787,6.016390657508809,9577.575000000004,6046.038000000001,1.5841076420624551,136.3,11.251600000001417,0.04961099390906559,0.33518376876360284,0.542345239671872,0.1413516903366799,0.1442813332845842,-0.002929642947904293,59273.871999999996,-173.65128109978173,0.08269667036305067,0.11752764747761982,-0.034830977114569145,136737.13822005203,-4762.68813205431,0.6923142544645995,0.3333544567034018,0.0819,0.1687696124250113,0.05733,0.3076857455354005,3476.5648,541.2,935.4330000000001,394.23300000000006,0.0066510417946038704,12908.984,14052.936,1143.9519999999993,0.014501011183740333,131.34700000000043,438.094,-19.94599999999997,0.002458412556636714,0,0,0.6322700593381404,0.052286628677512687,0.5850593104080439,0.08269912247338931,0.07726666666666666,0.05767999999999999,0.1433769230769231,0.1507090909090909,0.1413516903366799,0.14139464806459445,0.36833501315340655,0.11298010796732028,0.18328501445871462,0.18324581476145982,0.1523194896256628,0.18325609373910576,0.15232803382423535,0.18340781692920977,0.15247975701433936,0.2676210392798495,0.30949021299392143,0.26799287679336914,0.6316649868465934,0.0003718375135196479,0.04186917371407192,3.9199697254818365e-05,0.0014454938929919195,12.84110034106361,12.859212658464122,18.498536686768272,22.903447159122727,12.661286405521224,12.678878225908957,18.515807570094108,22.92483062151992,0.23333333333333328,62.93166073281554,66.91329711480255,27.818944346079146,21.603994671078063,20.053321504351388,1.330598000650653,2.851198218484749,1.8501506933253429,2.3935792945553978,3.3931345677204097,11314.667999999996,2292.822,1774.0630000000003,0.7737465010367138,0.20264156226236607,0.2101359324014992,0.15679319976511913,0.16154600410024536,0.4444307531604255,0.8268494599915782,0.01857630791974256,0.31098523760431207,0.3333544567034018,0.7606058486020072,0.83,0.43,0.65,0.8,0.7104999998805738,0.1394399542909064,0.19487333225312792,0.05932847884570201,0.11633411605073742,0.013123160567353766
Precious Metals,1,3.205685509543092,3.211635366030389,0.3619392214170772,8.856971888794144,8.873410716462507,0.038,0.003,12.666666666666666,0,0,8.749999999999998,,0.000686224052153028,-0.04726027397260275,0.35129212111475683,-0.39855239508735957,5.84,-2.32754598731018,-0.05301080802882141,0.3484754580784629,-0.40148626610728433,5.829,-2.3402634451393602,0.990418278975493,0.46416632975625155,0.0819,0,0.05733,0.00958172102450705,0,0,0,0,0,0,0,0,0,-0.17099999999999999,0,0,0,0,,,,,,0,0,,,-0.04726027397260275,-0.04726027397260273,-2.25,-69,-77.25,-77.25,-77.25,-77.25,-77.25,-77.25,-77.25,-87.24999999999999,-40.99999999999999,-87.24999999999999,3.25,0,46.25,0,3.75,,,,,,,,,1,,,,,,,8.514851485148515,8.223068138561095,10750,10800.999999999998,0,0,0.002,,,,,,0.009674418604651163,3.1900321714183653,0.0048829924451815,0.4583795782463929,0.46416632975625155,,0.69,0.21,0.32,1.94,1.2731371019086186,0.37491615333490325,1,0,0,113.75
