,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201923,dde,cost_of_capital,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Broadcasting,135,0.7444295667373665,1.0569743272387224,0.23166542437437565,3.2133822677585,4.562503576410402,5164.703999999999,7055.569000000002,0.7320038964965118,4442.363999999999,-12.063600000004953,0.017539067116144117,0.1761548164775817,0.9915056500674314,0.2978111577675327,0.12314655131365004,0.17466460645388265,133408.33599999995,23301.71450510734,0.1088653110194383,0.09154406630981221,0.017321244709626094,146027.7810723046,2529.3829303570938,0.5535880447646953,0.3471662204267433,0.0695,0.16495354784780936,0.05235435,0.44641195523530475,4010.127120000001,3248.5589999999997,183.37,-3065.189,-0.022975993044392674,16568.358000000004,12346.826999999994,-4221.53100000001,-0.050361593346320406,-190.79899999998634,58687.62699999998,-7635.062000000005,0.1993803731747698,352.04,0.005998538669828994,1.3085560327270698,0.14245635948919474,0.8990667615962762,0.2677521131812933,0.1266482258064516,0.04427754545454546,0.05202816666666667,0.05825444444444445,0.2978111577675327,0.2963688498454478,0.3906621136912703,0.27440577862558047,0.13541664580273813,0.1308431874962574,0.1092601395070336,0.13158704233345123,0.10988129284974855,0.13150372291132204,0.10979797342761938,0.19009912950280147,0.3885276802804005,0.19144206431817934,0.6093378863087298,0.001342934815377889,0.19842855077759908,0.004573458306480739,0.009054684811251153,6.423078566952076,6.469753703932454,9.086302445486572,12.00848849526562,6.392023667183902,6.437179429579196,9.29956464037997,12.290336543931947,0.33333333333333337,19.340646082527044,22.857740397461747,13.344183572170946,2.645754740661366,2.5947924256984387,0.4454239415454414,0.8121902879750735,1.2237705751820975,0.7669403139237907,1.2237022060163452,20179.593000000015,4795.892999999999,3663.7369999999996,0.763932181139154,0.23766054151835447,0.24817881371153214,0.181556535852829,0.19445538393470913,0.8063973914484621,0.6575435052053346,0.11671495251435286,0.3710090994473476,0.3471662204267433,0.141123143694193,0.61,0.69,0.74,0.81,0.7188859133474733,0.44641195523530475,0.09154406630981221,0.2283640900445945,0.0425015386355868,0.1332143128230039,0.1137871279794641
Brokerage & Investment Banking,592,0.4509503326169772,0.9914624277631093,0.20370470647222022,2.2137452807379026,4.867155231380567,14423.810000000016,6992.225000000009,2.062835506580523,-9849.961,-118.01479999999856,-0.005022949212196832,-0.9334236380235581,0.19322010265558867,0.09203278286129259,0.11791870173549612,-0.025885918874203537,783684.1259999993,-20286.383708637084,0.0011237028657450701,0.07164483235522795,-0.07052112948948289,2613395.1077548224,-184299.57480115892,0.2942221168151078,0.349876137221484,0.0695,0.14882513818935492,0.05235435,0.7057778831848922,37677.85836000001,24131.16,24143.487999999998,12.3279999999977,1.5730827754443646e-05,1797979.0640000005,1879660.8600000003,81681.79599999986,0.03363066246273131,41.08800000000065,57610.713999999985,3181.898000000023,0.008400682806385337,-1422.2289999999998,-0.024686883762627905,-39.91358492584554,-0.04485100976333187,0.4776006776381273,0.043954919459475966,0.1564850176678444,0.10401919621749414,0.017457403846153848,0.150613870967742,0.09203278286129259,0.09116693801012632,0.6736540155833302,0.14283223171344,0.027712596933156773,0.007269050174820512,0.0061872327780474945,0.00710708637432505,0.006049373262542443,0.006873375407273932,0.005815662295491324,0.011263822272535855,0.2600677350841584,0.014757307607153266,0.32634598441666984,0.0034934853346174095,0.24880391281162254,0.02044354675833626,0.014202925598902967,158.83357087683234,197.28291344916556,,,,,,,0.31418918918918914,32.2121077236535,60.9495955459226,20.178863627598318,10.160825079747713,13.158123040049823,0.8736328835786968,1.2161813550455391,1.0874241333991304,2.016902740888012,5.3692439869910435,98927.16799999992,20017.870999999977,28582.45600000003,1.4278469473601896,0.2023495810574502,0.20873281289015827,0.2889242316124935,0.29899789913966573,2.3987927584261453,0.3532093655395008,0.21674441730702626,0.36889500437836986,0.349876137221484,0.6011560183139996,0.42,0.44,0.42,0.45,0.4361900665233954,0.7057778831848922,0.07164483235522795,1.3102771226621426,0.0037216913163089942,,
Building Materials,454,0.9975517318295956,1.1065292223300869,0.24558994140597112,4.061859073375477,4.505596670593869,17489.822999999982,11157.359999999993,1.5675592613306366,12397.566,-339.3292000000729,0.040279969081317146,0.47669251505950244,1.851184271800939,0.15118080309483573,0.12710103194194095,0.02407977115289478,231868.083,5583.330376300413,0.16368297461942438,0.11201932390615539,0.05166365071326899,246637.7075232064,12742.204374200332,0.7982290632311924,0.29868072216447483,0.0695,0.17672316160144674,0.05235435,0.2017709367688076,10620.242134000013,15806.328999999996,1575.3080000000007,-14231.020999999995,-0.06137550634771925,52250.76800000009,56744.166,4493.3979999999065,0.032880268053844044,1753.9659999999822,87894.57100000003,203.0409999999829,0.1689788768970944,979.5959999999999,0.011145125220532673,0.8692682599636523,0.1422844145331017,0.6970319728106372,0.10537785343228984,0.12021976833976827,0.07662574712643681,0.15269506849315068,0.12136391304347827,0.15118080309483573,0.1378773022111555,0.3019472740374519,0.07677653228923925,0.11037063400175288,0.1074016270100931,0.08842127192373012,0.10830365698907878,0.08916389231297014,0.10756044602739526,0.08842068135128663,0.1424293891797028,0.3147565746197076,0.1564491870934353,0.6980527259625481,0.0140197979137325,0.17232718544000478,0.00296900699165977,0.0054570776259758235,8.816090131300646,9.6623300164161,13.03055848596199,16.701495289193492,9.198287459677074,10.103705450162073,13.287313057797594,17.03058212584834,0.2577092511013216,27.424847502458636,42.279983498124,17.482788796646425,17.056018431929584,14.451602961367248,1.1907660686739727,2.4062797893398473,2.525708450543113,1.2327596656775888,1.4390645957182182,48661.26800000001,10531.035,11779.458999999983,1.1185471323568845,0.2164151373942824,0.22386475827646887,0.24207053133099574,0.2536845988350515,0.25277322771492267,0.9295330490038726,0.06818561950764288,0.32808663804141985,0.29868072216447483,0.278655595945401,0.81,0.83,1.04,1.05,0.9455103463659192,0.20177093676880764,0.11201932390615539,0.17355831041224207,0.16743552813686988,0.1316203039195288,0.17342708024407452
Business & Consumer Services,961,0.9967488441793113,1.094243034645496,0.22517320222193063,4.426587330746916,4.859561545725191,15892.717000000033,21613.143,0.7353265094299349,31396.65399999999,828.94199999993,0.04355539782995434,0.6676389228055042,2.6318315409345043,0.10173941306387643,0.12612059416471058,-0.02438118110083415,258387.50400000002,-6299.792529216508,0.1949198693955836,0.11220049568260584,0.08271937371297775,231222.72855804456,19126.5992945273,0.8112944661921118,0.35508042862954164,0.0695,0.16395074692763018,0.05235435,0.18870553380788824,14372.133142000008,14761.142000000003,7628.985000000007,-7132.1569999999965,-0.027602561616137583,70162.39100000009,76429.53200000005,6267.14099999996,0.03046312310954053,6207.5900000000765,179628.1399999999,-156.79700000039884,0.25981145081092816,6973.161999999999,0.03881998666801317,0.8672778013318297,0.16904967576528915,0.45328561982179627,0.04611701291096498,0.11321657701711489,0.07703052459016402,0.15369323287671238,0.17900099236641215,0.10173941306387643,0.09874372879577539,0.31202166131365766,0.04319884401215399,0.09166550254020596,0.08521041542643595,0.07124010417125812,0.08695690825573404,0.07270025819668903,0.08831909150481168,0.07406244144576667,0.11994386492099368,0.29746314481890407,0.12913654364491567,0.6879783386863423,0.00919267872392197,0.17751927989791036,0.006455087113770004,0.010786612012730139,12.574428530777237,13.458680230874046,20.23265239150099,26.96848643917397,13.910291938192213,14.976397693813743,20.657668930765198,27.534999052240273,0.340270551508845,43.79547801496844,43.8099528747089,20.09115631292122,25.852232203627427,24.058583711685046,1.3440475046326845,3.557244153469614,4.3902525647474935,1.5601042180893294,1.796327021989877,48424.20499999998,11692.833999999988,13167.578000000016,1.126123743824639,0.24146672103341693,0.30701685547511953,0.27192140789921115,0.354003664302687,0.23259807834459384,0.9310993990484501,0.06586357788547506,0.38221100036956196,0.35508042862954164,0.17728507138172875,0.92,0.88,0.64,1.04,0.8953497688358624,0.18870553380788824,0.11220049568260584,0.20133232815032648,0.02268813481831666,0.10578029417887867,0.09763990251606934
Cable TV,54,0.6054329946472208,1.023983376282326,0.24953774045083194,2.426218148619139,4.103521072332898,29761.427,33401.39900000001,0.8910233670152555,3913.122000000001,24.029999999984284,0.001154135785663474,0.009056271756854434,0.7691956873494492,0.10901267306081759,0.12051387342732961,-0.011501200366512018,184870.41400000005,-2126.231673254029,0.12652466179683763,0.08680831989906676,0.039716341897770874,334754.04274207854,13295.206013205396,0.5054901819523565,0.26282180998895055,0.0695,0.13227912597836108,0.05235435,0.49450981804764355,7128.260199999998,32773.202,401.48999999999995,-32371.711999999996,-0.1751048818444253,36594.344999999994,47664.25499999998,11069.909999999989,0.03522984795259579,-1922.8370000000014,130003.63699999999,-14510.995000000054,0.19940541667850212,9969.568000000001,0.07668683915358462,0.061135959638478815,0.007735206616883648,0.6462966757963915,0.07045452821888525,0.10444071428571428,0.042067906976744174,0.0159228,0.04801071428571429,0.10901267306081759,0.10828950298415717,0.568648705681261,0.07826754859034768,0.20240279046871032,0.19268732296056873,0.1671988122922345,0.18945751280679562,0.16439623860267855,0.1895508363242917,0.1644895621201746,0.3262389155215403,0.5640131211234477,0.3281534651534685,0.431351294318739,0.001914549631928241,0.2377742056019075,0.009715467508141612,0.007923543347080618,7.45353696090341,7.497175384132114,12.940344181786392,19.237569342249998,7.601345387022273,7.645954268184159,13.166053916919257,19.573117347762167,0.33333333333333337,21.450904410712578,29.82018487985743,12.946420479146285,11.066105413326103,14.582465690534356,3.037335708807275,1.929850102641772,1.8190578837383342,1.2949033250303235,2.4944078285796922,31190.930999999997,8855.317999999997,7963.904000000001,0.8993357437869542,0.2839068189404157,0.29504040766774237,0.2553275501779669,0.2716460585196245,0.9782777899616105,0.5895340920300889,0.02626038349032505,0.33376491168446265,0.26282180998895055,0.23694928995702935,0.72,0.79,1.13,0.72,0.7930865989294441,0.4945098180476435,0.08680831989906676,0.09193035622017709,0.009748544345366513,0.0907421921090744,0.01544906558148442
Chemical (Basic),879,0.9877865839791308,1.1399114789559386,0.2028815939025555,4.868783633736469,5.618604709421993,76718.83900000007,29292.231999999996,2.619084779882942,14671.72,237.59120000021358,0.06290271963579111,0.7796248268527118,1.2655741833436442,0.13015440695282732,0.1297649360206839,0.0003894709321434209,563243.095,219.36681323299536,0.10745139617308558,0.10882394490616107,-0.0013725487330754904,783035.2823584066,-1074.7540847544399,0.7294815581304673,0.3264943738808307,0.0695,0.15722778869143017,0.05235435,0.27051844186953267,34027.15061,8729.837999999998,13490.374000000005,4760.536000000007,0.008452009518199256,158091.6640000001,197219.29500000013,39127.63100000002,0.10808529855748689,4294.1109999999935,37804.52700000002,2456.4320000000516,0.029137790132982254,607.6209999999998,0.01607270473189625,1.1979557665164933,0.12872201966579613,0.5358366675842037,0.0697415036930013,0.16680040160642576,0.1238678778625954,0.49446957983193274,0.12014738095238095,0.13015440695282732,0.12217487841225173,0.19476201718348005,0.07397514341119409,0.1067838044473295,0.10020419212665564,0.08444930858097036,0.10045837402948389,0.08466352602529155,0.10069812557358715,0.08490327756939481,0.1681057650395997,0.23769025128404053,0.18091789913060585,0.8052379828165199,0.012812134091006141,0.06958448624444084,0.006579612320673853,0.00362890015562409,7.627824622809049,8.30586737128921,11.916917872618122,14.83769121239968,6.834512104620799,7.355402542318633,12.308437036695317,15.325169646203637,0.2138794084186576,90.75439459451526,32.46118220402441,23.32451027311135,10.637930935461412,12.00062517772095,0.9988253661956445,1.5633404186346405,1.4096137831076734,0.9999657937758544,1.2364855715506904,102204.15200000006,19247.61200000002,25160.652999999973,1.3072090709226656,0.18832514749498638,0.1853022132364499,0.2461803410882951,0.253641224685957,0.37083657407710724,0.8910074784392419,0.09797572381478462,0.3404058068165154,0.3264943738808307,0.4060127467759213,0.95,0.9,1.04,1.02,0.9795573167958261,0.27051844186953267,0.10882394490616107,0.13661214250239917,0.15598241340336338,0.13042191079778406,0.1304677165424474
Chemical (Diversified),68,0.9419506953199124,1.1958248741877604,0.2564821611783529,3.672577815908599,4.662409536373979,14874.230000000003,10614.381,1.4013280661397027,1927.147,-810.9749999999949,0.01968897467248543,0.24514112237908117,1.1466338195851349,0.13650087385165174,0.1342268249601833,0.0022740488914684553,153836.18000000005,349.8309945967419,0.08886057802387214,0.10416559904158584,-0.015305021017713707,238129.45016639357,-3644.5762397332624,0.6571206031117857,0.2492126497097023,0.0618,0.21226360049674067,0.04655394,0.34287939688821434,6151.021479999995,3104.0480000000007,98.334,-3005.714000000001,-0.019538407674969567,20763.579,22235.95100000001,1472.3720000000067,0.015312161783699095,-172.0699999999997,17249.396000000004,-2573.82699999999,0.04860053726746437,1.558,9.032200315883522e-05,0.8023891759844538,0.07130076597807702,0.7070771001715197,0.09651664205390434,0.13815061224489794,0.07925883333333332,0.07989769230769234,0.10442578947368421,0.13650087385165174,0.11497228484699794,0.27279668827758824,0.07690526315843448,0.1030266183093763,0.10208853535516443,0.08041885527123843,0.10214965329290826,0.08046700009546182,0.09917956328860605,0.07749691009115961,0.15819343390568333,0.29164453756270897,0.18304373446590022,0.7272033117224117,0.024850300560216903,0.13345110365702564,0.0009380829542118753,0.0020252133548987806,5.302258804698159,6.171064177804876,9.16206219781443,11.652609763247716,5.151595280393703,5.960849418961203,9.231232884131927,11.740583299915702,0.13235294117647056,13.54798172713539,13.50879548773655,12.485269170572533,8.654806901429488,8.459956929158636,0.810140576556578,1.1245367981194994,1.0665147252883393,0.6799447565273503,0.9429672385801698,28775.989999999994,6362.215999999998,6057.0019999999995,0.9520270924470344,0.22109460004677506,0.22700876646764298,0.21048804923827125,0.21215134704677507,0.521790665616804,0.8584128901454968,0.08868596370221245,0.2464576111331997,0.2492126497097023,0.20076155432781934,0.96,0.95,1.08,1.15,1.0163901390639825,0.34287939688821434,0.10416559904158584,0.16951726393495933,0.19681624297148742,0.12506831005579588,0.1721723279126885
Chemical (Specialty),922,1.0212013193407876,1.1068628177675968,0.21904965742217225,4.661962640610921,5.0530223639398395,65136.36199999992,38468.74199999998,1.693228283888253,20663.633000000005,801.006200000149,0.04983810727029268,0.41353457992236314,1.3054375504666331,0.1590104705266318,0.1271276528578542,0.0318828176687776,635243.979,20253.367957645787,0.1715000996753188,0.11407292254822643,0.05742717712709236,739807.2881041167,42485.044173868955,0.8254092060846219,0.3414918749663052,0.0695,0.15929122981267427,0.05235435,0.17459079391537816,34146.86648000002,28230.899,10676.090000000004,-17554.808999999997,-0.027634750710482523,113290.44500000008,150708.07400000008,37417.629,0.10563741259492342,2362.0219999999717,176068.18699999995,-3094.591000000015,0.12837525803504804,3326.914000000001,0.01889559980531862,0.7573810351674554,0.12989092302341473,0.6619471697401897,0.10525653092415979,0.18775962800875282,0.12358691813804168,0.23503641693811078,0.16521813725490198,0.1590104705266318,0.1463468294949615,0.3168822974648141,0.10459033976721942,0.16223817762477039,0.1547255582981597,0.1300791338333932,0.15527881118808828,0.13054425839008765,0.15610820572687148,0.13137365292887085,0.1766365893811063,0.28817791396926634,0.19748508627107791,0.6831177025351859,0.020848496889971604,0.11154132458816005,0.00751261932661069,0.004130084653688324,8.623570678154381,9.479471948077077,12.823605641607234,16.52238136086943,10.206906261119641,11.411632044077644,12.981241600931618,16.72548503614882,0.24186550976138832,41.69748681485567,33.689947719856896,19.80789217593559,18.785220868713317,14.974346262755896,0.9063379185575228,2.4990688320644274,2.4327159826327422,1.7796125753934715,2.0157117635380177,149636.57800000018,32502.679000000004,29469.601999999995,0.9066822461003904,0.2172107878596366,0.23068685635436043,0.19694116501381073,0.21031820189168585,0.21152028912248275,0.95473675024367,0.06508468784590125,0.3576947397473422,0.3414918749663052,0.2341145808219371,1.04,0.98,1.15,1.04,1.0462402638681576,0.17459079391537813,0.11407292254822643,0.16863818366180502,0.17175043099759338,0.13726994531238382,0.1844776588281513
Coal & Related Energy,212,1.3528350871710502,1.211961212621946,0.1897412359313511,7.129894988459491,6.387442385272735,18815.324000000004,13671.784000000001,1.376215715520374,6179.766,266.33640000000014,0.03608471636427277,0.16195587801328565,1.4608803604303342,0.3143846294124089,0.13551450476723126,0.17887012464517765,192200.8500000001,34378.98999640911,0.38609852291856595,0.11981226986085283,0.26628625305771314,219852.8446952287,58543.79023797178,0.8044495474504884,0.5872695030181825,0.0733,0.09540978288399324,0.05521689,0.19555045254951162,24711.238160000004,757.5159999999998,4381.553,3624.0370000000003,0.018855468120978644,49336.929000000026,39747.76999999999,-9589.159000000036,-0.10651672609780842,3413.123999999989,2700.2790000000005,-80.7840000000001,0.005512439958736422,731.9529999999999,0.2710656935820335,0.14301394578319884,0.05521747322364894,0.5910427633810401,0.1858147601324344,0.3193043076923077,0.19073247787610623,1.662745957446808,0.15378,0.3143846294124089,0.30797629240790253,0.41726435703303777,0.18813511741468122,0.29228045982862083,0.29123799344815227,0.26345103972569417,0.29125058728969866,0.26346243199155295,0.2920798340532986,0.26429167875515297,0.25529744729058224,0.3289748697939043,0.260582383633326,0.5827356429669622,0.005284936342743746,0.073677422503322,0.0010424663804685702,0.008984362826821673,2.963957140256074,3.008895759072722,3.6010760403633757,4.707306975766665,4.175967219914626,4.262414308049877,3.736244799594522,4.883998841226494,0.5235849056603774,29.938125382131243,19.361296059901157,8.421521892715733,9.806491848544272,5.623774290701995,0.36570258100546205,1.4159269251330795,1.4372640968711095,1.15607143789979,1.0881834921399869,94893.41499999998,21905.987999999998,31009.998,1.4155945853709042,0.23084834706391377,0.2343017050020474,0.32678767014549964,0.33193568526783274,0.24308603711601592,1.0243800975641317,0.24279011737769118,0.4816592094866767,0.5872695030181825,0.5253174716449277,1.23,1.27,1.84,1.09,1.3565670174342102,0.19555045254951164,0.11981226986085283,0.09135681079078274,0.04491265101098564,0.11855881054479503,-0.008295758638766266
Computer Services,1105,1.0374271307252976,1.088247192028082,0.21705384905448336,4.779584122762503,5.013719852325299,13767.458999999979,19017.73300000002,0.7239274523414524,15618.530999999994,-272.6464000000997,0.009891542576939902,0.170507745213054,3.2818741479491207,0.13814920572691777,0.12564212592384094,0.012507079803076832,332765.3369999995,4161.922625556749,0.2025293235529626,0.11534531804067875,0.08718400551228385,310990.15684004955,27113.3675482089,0.8595017006129042,0.33786373564723465,0.0695,0.16622237475120769,0.05235435,0.14049829938709574,23994.581164000043,17090.64700000001,7383.916,-9706.73100000001,-0.029169898185639528,123081.55400000006,140003.81799999997,16922.26399999991,0.09010777247551319,-3928.213000000149,157957.76900000012,-3147.203000000154,0.1835574875268185,2504.417000000001,0.015854978301193902,0.6566015328288205,0.13298106428765938,0.4780526461452538,0.06604259336061809,0.16628957915831666,0.0936456639566397,0.156215308219178,0.18072523364485982,0.13814920572691777,0.12080430648661923,0.21066511749624664,0.0450420249812705,0.07851673901873657,0.0731762669272857,0.061012734063204004,0.07433471137500806,0.061978619123808615,0.07406757612376824,0.06171148387256879,0.09833025516433755,0.21125735922019523,0.11293012473751539,0.7893348825037534,0.014599869573177831,0.1129271040558577,0.0053404720914508805,0.006131072564125727,11.098862341199462,12.706719019755342,17.227484749698625,22.074639521104935,11.596264264767022,13.318053204689397,17.617174341375314,22.573972847262137,0.29230769230769227,56.151917150909675,49.676816960710156,20.464358870316577,23.487953131628995,21.914520387102527,1.2125877468868786,3.578599453181751,3.9470334180141466,1.2051409432817335,1.3095675699093319,70628.81200000009,16269.707999999997,18802.15100000007,1.155653869141356,0.23035511343444337,0.25445675532397627,0.26621077811701044,0.300354262467518,0.16346483001360837,0.968934482968661,0.06602164694570047,0.35715290547034784,0.33786373564723465,0.09737003720097796,1.01,0.98,0.77,1.09,0.9774854261450596,0.1404982993870958,0.11534531804067875,0.2100986725700185,0.07717053887616496,0.12309645861709828,0.1651626702816448
Computers/Peripherals,333,1.2200041411476166,1.2620051937696362,0.2301245862912581,5.301494120248036,5.484008528199478,64562.03899999998,24537.37899999997,2.631170957582717,5220.210000000001,1751.9811999998637,0.03202733454190231,0.28657920582774626,1.7356503868390247,0.27940376674380923,0.13950801446281696,0.13989575228099227,554850.902,77621.28433907712,0.20720316942953626,0.1302765125000989,0.07692665692943737,845445.6917861395,65037.3106845032,0.8940778678714469,0.3292446932773343,0.0695,0.14043645453746695,0.05235435,0.105922132128553,35114.76441999998,111107.42999999996,3187.181999999999,-107920.24799999996,-0.19450314960468418,163307.65399999983,160283.938,-3023.7159999998403,-0.009689258407882128,16925.468000000168,92569.62399999995,-24471.00600000008,0.06226092178891194,2212.563999999999,0.023901620255041764,0.4842047957807719,0.10032876833875728,0.7734932200902358,0.21611691924401014,0.1331953103448275,0.04330487999999997,0.10357151515151516,0.05173970588235294,0.27940376674380923,0.20108871422683808,0.2903548797051701,0.10564783173890659,0.14560994994090726,0.1371709696494902,0.1179071650064493,0.13749625603638985,0.11818676932646346,0.1386901932166646,0.1193807065067382,0.18594746251218855,0.2877510540012665,0.2370921408731074,0.70964512029483,0.05114467836091884,0.10180359148907792,0.008438980291417052,0.01321598715776485,8.701256748070012,11.199448015099572,14.50983570747668,17.851604078301758,8.459216613085676,10.785916354058205,14.586679192014016,17.946145428708004,0.3363363363363363,44.672997431353984,34.15914079600229,29.679881620723897,16.226232919987837,17.359324607325036,3.3551262635309738,5.202182203957226,3.4990580641924383,1.8882000853726033,2.0056137769058395,198254.489,37081.875,36789.650999999976,0.9921194923395857,0.1870417925316183,0.1888941751861649,0.18556780825275526,0.18858868322656744,0.11847081326453635,1.1586064463471801,0.05032580851953635,0.3545611382309401,0.3292446932773343,0.23120092269843923,1.35,1.35,0.64,1.33,1.1780008282295233,0.10592213212855306,0.1302765125000989,0.13343902748378972,0.12532717040880656,0.15574177141080225,0.032155484356610434
