,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201923,dde,cost_of_capital,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Insurance (Prop/Cas.),235,0.690694218235931,0.7457504789241671,0.22441038317465212,3.077817561134788,3.323154964464238,5187.256000000002,9182.732999999998,0.564892390969007,6072.009999999999,0,0.0027305540715448855,0.054052129006309166,1.2439988186908715,0.0678709377123708,0.09831088821814854,-0.030439950505777746,553733.8699999995,-16855.631596172756,0.06719791507014804,0.08903622371755247,-0.021838308647404436,611319.2734381335,-13350.17897544899,0.7981861806785644,0.26692529380793906,0.0695,0.15806135129289095,0.05235435,0.20181381932143566,20650.72599999999,18898.117000000002,4170.926,-14727.191000000003,-0.026596153491568096,48847.561999999976,53127.609000000004,4280.047000000028,0.0237377610515661,-464.3640000000032,46314.61,643.8620000000083,0.01818337211451521,608.6610000000002,0.013141878988077416,0.3442610375274731,0.023133623961732186,0.45052190202567244,0.03057734395044323,0.07755582733812949,0.06473863636363632,0.0882348780487805,0.18803529411764708,0.0678709377123708,0.0678709377123708,0.21668184387024367,0.04941933326796588,0.06645057441542078,0.06378859935826829,0.05370608714661956,0.0641586747375173,0.054017667911344235,0.0641586747375173,0.054017667911344235,0.1314343037671289,0.23740726280389063,0.1314343037671289,0.7833181561297563,0,0.10597295903676175,0.002661975057152488,0.0021566760741493027,12.606428708454226,12.606428708454226,16.619567458404536,21.107515885561725,8.412458097401256,8.412458097401256,17.233609913633728,21.887374381313677,0.276595744680851,38.99733445937879,20.31627414303407,29.842603568442463,11.15064209617359,15.489867646650776,0.8237744791123793,1.5933275666493296,1.616987796017861,0.9730713276162659,1.1056855730020798,53373.02999999995,10403.270999999995,16052.024000000003,1.5429785497272934,0.194916252646702,0.20298701139791767,0.30075159682708696,0.33010608436303707,0.25284053295669323,0.6264364099968289,0.09303365591103377,0.3006223316059028,0.26692529380793906,0.16659362316321272,0.52,0.5,1.19,0.82,0.7441388436471862,0.2018138193214356,0.08903622371755246,0.1635709969213751,7.923938042462826e-05,0.7962008448937721,-0.4145486361178712
Investments & Asset Management,1660,0.565197064061528,0.7921833492421216,0.19739651467812186,2.863257565530719,4.013157732464879,13836.768999999998,8919.237999999998,1.551339811764189,42595.835000000014,45.3352000000159,0.13382356189944222,0.8123956107526255,0.32929523205310735,0.12311740738383642,0.1020162312695213,0.021101176114315112,542435.0659999982,11446.017858246105,0.06259987647621855,0.08053348675084236,-0.017933610274623812,1079224.9033921182,-19354.39881610278,0.5674198405394799,0.26550357638295474,0.0695,0.05758468520774841,0.05235435,0.4325801594605201,31875.363610000026,30729.30199999998,77395.90900000009,46666.607000000105,0.08603169286994483,179202.41999999998,240030.25100000037,60827.831000000384,0.07682068335382941,972.6560000000118,130110.97299999997,15558.375000000073,0.036854954850148454,1038.759,0.007983638705092154,0.9237689689292294,0.05782782334753354,0.5227038523566379,0.06435394313169286,0.15266818181818173,0.11960795744680854,0.09291241176470588,0.05350435897435899,0.12311740738383642,0.1225154983460641,0.5123881189626591,0.18791862140295915,0.2231651844725585,0.2024143572291584,0.19075839018658855,0.20158312374951515,0.18997502302520472,0.20171069068869443,0.19010258996438398,0.27892083319598215,0.4868800239988562,0.28179659605297264,0.4876118810373409,0.002875762856990467,0.2079591908028741,0.020750827243400098,0.0061857072392040345,12.365126668468152,12.5106314005126,15.16699627760411,18.560459945089956,16.461479092253146,16.63120219827644,23.011791304306904,28.16044936986211,0.47891566265060237,185.35130442292683,237.99123963506088,17.47253875062339,10.252037594699328,11.615469760596243,2.170938963339931,1.4294350080625697,1.333387669623812,2.956429986227697,4.638788774194115,98915.19799999997,16191.409999999985,15713.331999999993,0.970473355933795,0.16368981033632454,0.17462551383493172,0.1588565995692593,0.17867557473264423,0.7623634715508719,0.5032009050390648,0.10968945694260411,0.2576393382919001,0.26550357638295474,0.3412429355301553,0.57,0.55,0.55,0.72,0.5910394128123055,0.4325801594605201,0.08053348675084236,0.460015026297708,0.06031846741161662,,
Machinery,1463,1.0629501446657796,1.1021402522422057,0.22712802590327372,4.6799603018539635,4.852506633028064,31686.24400000002,20384.049000000043,1.5544627075808126,30871.713000000003,-960.3103999997984,0.052782923233098585,0.7017150838807004,1.4166874133694627,0.10790104842911155,0.126750792128928,-0.018849743699816457,519760.84400000074,-9797.358694600298,0.11441000402524393,0.11580092277095988,-0.0013909187457159522,551154.1124960704,-766.6105868492231,0.8528172981848763,0.31622845943757366,0.0695,0.15892227265306122,0.05235435,0.1471827018151237,22278.344334000012,13339.830999999991,12028.41000000001,-1311.4209999999803,-0.002523123885030436,81487.97399999984,112548.46299999999,31060.489000000147,0.12846091669987533,1458.2589999999473,117329.27700000003,3434.898999999772,0.10418403301757515,2312.372,0.0197083972485401,1.3529004573697616,0.15478534677342878,0.6027593456739093,0.06503836534866007,0.10895246469833117,0.07435719478098793,0.2773931914893616,0.17752528089887643,0.10790104842911155,0.09416084889815492,0.3079895673470869,0.07182607519130561,0.10090486776596011,0.09683834272379684,0.081448573218175,0.09748053312658618,0.08198870526267708,0.09625064801402965,0.08075882015012055,0.141612933811789,0.3098947159817996,0.1686759968705138,0.6920104326529131,0.027063063058724773,0.16828178217001058,0.004066525042163289,0.0038224423014094617,11.67305987868851,13.995107287843217,19.532098995488457,25.312450184546655,11.707559060435415,13.94494233177847,20.258241641692152,26.253488296382532,0.2426520847573479,47.966494871885025,38.91396414579239,22.73571424147379,22.779729770541966,21.920657030650528,1.2347907249974819,2.7467697368619257,2.660289337737695,1.835409769652249,1.9747841954393592,79055.67000000003,17542.78299999997,19711.419000000016,1.123619838425867,0.22190417208531613,0.23573062367872227,0.24933592998452875,0.27093621599344087,0.17258409524336002,0.9753387970748251,0.08242281919863878,0.3291847731521568,0.31622845943757366,0.1544889443895435,1.12,1.16,1.01,1.13,1.0965900289331558,0.14718270181512372,0.11580092277095988,0.24994608889076855,0.2528225135015471,0.17118321276512796,0.28268996472541225
Metals & Mining,1783,1.109674282355319,1.1980661936405959,0.18512838605510823,5.994079600656141,6.471542366733325,78105.9899999997,39437.52999999967,1.980499032266989,6120.126999999998,619.1471999999194,0.03664201281241859,0.3094983334507884,1.5541907800285226,0.2395479215961703,0.13440568225251953,0.10514223934365077,595162.2499999986,62576.69173780557,0.24562183011742217,0.11776866430269403,0.12785316581472814,797344.8272401004,101943.0604086443,0.7899069113622431,0.6169041114227474,0.0733,0.043555041675517624,0.05521689,0.21009308863775686,67319.8011300001,8246.528000000002,15384.900999999965,7138.372999999963,0.011993994914832015,163605.13000000032,162905.92400000032,-699.2060000000056,-0.00205018438262403,1240.7089999999844,21380.183999999994,1299.6000000000022,0.015084730973723029,122.10900000000002,0.005711316609810283,0.5713278427856452,0.14033059034204903,0.5278118973656981,0.12643624300768413,0.19943287449392721,0.1499844536082474,0.8586396132596682,0.13054733333333332,0.2395479215961703,0.23295259568587218,0.25480633181593465,0.11504752354776132,0.16644245964440083,0.16457676118489492,0.15740861349266513,0.16471285495999702,0.15753877969772087,0.1652124790886806,0.15803840382640444,0.2079596936855376,0.2587052599225735,0.21327237685355244,0.7451936681840654,0.005312683168014832,0.05074556623703582,0.001865698459505908,0.0031786317158865865,5.1708899674505115,5.300524863110458,6.819439358368835,9.487573627816994,5.560594568481849,5.702649389993556,7.1999311810064635,10.016934472946684,0.7509814918676389,109.03034820011285,76.7017355197327,15.85186490912685,9.74728534915707,8.158875764149403,0.6249745250113168,1.8251328688458563,1.6614824286396548,1.0414940034113054,1.1859212203390777,207595.61100000003,56044.51700000003,55890.25800000002,0.9972475630399312,0.26996966231622316,0.2760476961797236,0.26922658783956666,0.27740287917645606,0.2659719589937989,0.9980918312749252,0.10055423727001807,0.507181647249953,0.6169041114227474,0.5243484807284703,1.24,1.09,0.82,1.01,1.0539348564710638,0.2100930886377569,0.11776866430269403,0.0773031913657131,0.14631426073420006,0.09740269897940873,0.10964360197616566
Office Equipment & Services,144,0.8344943817237243,0.9252414781010465,0.19612076661509853,4.2550026502878255,4.717712938155607,1109.7789999999998,1249.6429999999987,0.8880768347440037,1479.0549999999998,-16.64719999999761,0.028513177071206312,0.5475852402872607,1.8244325968890227,0.057369127188005534,0.1126342699524635,-0.05526514276445797,23679.670000000024,-1308.6603431652538,0.10525106285728021,0.0974849893715909,0.0077660734856893066,25423.575570340123,197.44135614823682,0.7486844608815131,0.33105972711523934,0.0695,0.17428981019463172,0.05235435,0.251315539118487,862.4851499999999,289.8440000000001,196.85100000000003,-92.99300000000008,-0.003927123984413633,6218.576000000003,7058.709999999998,840.1339999999955,0.07128125608763582,418.5849999999973,4252.361,-1643.2470000000003,0.08996228991796425,296.08500000000004,0.06962837821153943,1.093383155296316,0.11507973920518393,0.3651110945894023,0.02094610482325134,0.08580927710843372,0.06078017241379313,0.2029510344827586,0.32272999999999996,0.057369127188005534,0.051866169673473676,0.337387438663666,0.029287981096767002,0.07241512086168393,0.06875132589967149,0.05676867035798847,0.07030148686026917,0.058048654058992455,0.06994258414465422,0.057689751343377504,0.09603040729913168,0.3355821022947768,0.11135864831535293,0.6626125613363341,0.015328241016221263,0.23955169499564513,0.003663794962012439,0.011804150604955217,7.4811997189282735,8.527111891592835,13.29859632399348,17.954629018616743,8.895443417232414,10.31532181284066,14.090520689520918,19.023817664353363,0.26388888888888884,43.94496518707061,38.12834128674367,12.150407268302713,27.437308978588653,19.23103252112617,0.5958861128846458,1.7846844806000841,1.7077702993662873,0.8380364827223422,0.9905845551087058,2538.1159999999995,611.8929999999999,601.8320000000003,0.9835575827799965,0.24108157389181584,0.29750790884502676,0.2371176100698315,0.3027860063753745,0.335676179017505,0.7385006184351341,0.11503224634095943,0.346895245167503,0.33105972711523934,0.08286057997897317,0.86,0.94,0.71,1.05,0.878898876344745,0.2513155391184869,0.0974849893715909,0.1545177605877941,0.13515568002483652,0.1221718236618117,0.12932312282789618
Oil/Gas (Integrated),36,1.0257376245751695,1.084261071514385,0.2511935107363134,4.083455904447795,4.31643742840384,218518.41499999998,188708.52999999997,1.1579678724644826,11579.000000000002,-19.12140000029467,0.010887406636895138,0.08803383262019213,1.7857895827693153,0.27383892566202067,0.12532403350684793,0.14851489215517275,1558429.5,231449.98912393977,0.27004010102815007,0.11345298193785319,0.15658711909029688,2127787.77895405,333184.15834195615,0.8373152931671868,0.290654684170079,0.0695,0.2576467731803135,0.05235435,0.16268470683281316,159195.25210000004,61719.97,2177.162,-59542.808000000005,-0.038206930759460085,369607.75500000006,252057.48699999996,-117550.2680000001,-0.1609739867233068,-6572.999999999971,54122.104999999996,-3975.1450000000114,0.013438910509276163,350.9,0.006483487661834291,0.25434157304490956,0.06868242408070599,0.6269665573980384,0.17168784850389446,0.407724,0.14567833333333333,0.19512592592592595,0.11213157894736843,0.27383892566202067,0.2689106711190267,0.34382525415114346,0.11231137581933169,0.20441448728134015,0.20335295617346388,0.15095972319869322,0.20370506535058824,0.1512211125825243,0.20370003311353505,0.1512160803454711,0.175237429786254,0.22146957012327995,0.17773177837539977,0.6561747458488565,0.0024943485891457556,0.046232140337025954,0.0010615311078762755,0.0027208763662381875,4.302712824423407,4.344885485844961,5.428064564430289,8.9407098049563,6.221950907259005,6.3105148315655075,5.428624947584701,8.94163282698445,0.13888888888888884,179.3925614984626,9.000796473446796,5.955172399397854,14.743929320073342,8.47765915625445,0.7560456417218236,2.0049151503678555,1.8561121789034163,1.0041637791649192,1.1058383997115753,764139.1599999999,320870.7329999999,152458.02,0.4751384414981844,0.4199113849890901,0.41991922523650577,0.19951604103106038,0.19951979048448631,0.19429324671409043,0.9458285604017942,0.07790400026173488,0.3042421744289674,0.290654684170079,0.5528220864013578,1.11,1.14,0.99,1.15,1.083147524915034,0.16268470683281322,0.11345298193785319,0.10131527966248054,0.07484436742246672,0.12728357717960737,0.03181770713774633
Oil/Gas (Production and Exploration),616,1.1719532510287904,1.3064445801888949,0.18500547115230068,6.334695097011548,7.061653755706502,116379.74899999995,73503.35799999998,1.5833256080626954,20382.411999999993,146.63860000000568,0.10412878403283038,0.36024600180782795,0.8612173109220987,0.3455460999098248,0.1430542774990738,0.20249182241075103,472817.46499999985,95741.67015548146,0.31379162613860156,0.12481207563597795,0.1889795505026236,707038.3714744904,133615.7936293562,0.7923184832507888,0.5761526246802835,0.0733,0.07729075896123855,0.05521689,0.20768151674921126,39204.69940000002,32234.043000000012,11094.200000000008,-21139.843000000004,-0.04471036830249071,138857.685,104142.19699999997,-34715.48800000003,-0.12755238555009168,-2595.2550000000774,34088.979,17574.159000000003,0.027077728749787266,536.496,0.015738107028667535,0.3997910899166188,0.1254510962206597,0.7600401274986568,0.26262890183212684,0.3555764227642279,0.30223883792048944,2.6800665079365076,0.3238508695652174,0.3455460999098248,0.3431194926832532,0.6431976068989151,0.26831427019085624,0.39966175008860183,0.3936986684738406,0.3632693995854684,0.3946177264375293,0.36411742286161425,0.39485854644800417,0.3643582428720891,0.329078893997923,0.3737597045466299,0.33114044398591513,0.35680239310108486,0.0020615499879921397,0.044680810548706894,0.005963081614761211,0.010427990298822057,3.733054350923981,3.747210169472445,5.162435727811072,7.047898166017892,6.260703340175266,6.299924187003086,5.253621276584839,7.172387166143897,0.512987012987013,28.51326687655041,15.176434666764806,7.752409327158614,15.78786865625152,6.137535908685054,0.18951735151815213,1.730060677123998,1.6160076899331777,1.7644659833848206,2.0731720837297396,240236.311,68659.96699999998,34413.72599999994,0.5012196699715855,0.2858017870579106,0.2910587202453356,0.14324947738645527,0.14684420525895706,0.2621187327312101,1.0910185569193993,0.0690596609022956,0.4962974961635102,0.5761526246802835,1.2659828831353592,1.16,1.14,0.64,1.21,1.0643906502057578,0.2076815167492112,0.12481207563597795,0.13001563924450135,0.023935817767012407,0.09637013331372218,-0.034048080229958685
Oil/Gas Distribution,166,0.640895646239336,0.9598833157432468,0.20959183133122464,3.0578274075314904,4.579774458033685,29688.13000000002,20651.911000000007,1.4375488060160635,8665.568,-13.934800000002724,0.04908036915449947,0.5543822389667128,0.730092630826344,0.08474579001092297,0.1153986885963111,-0.030652898585388125,222892.14600000007,-6832.2903468175255,0.0678584280776384,0.08875224986851327,-0.020893821790874872,493616.0985382133,-10313.526795964359,0.5773381191541759,0.3169291940181764,0.0695,0.11717454156476204,0.05235435,0.4226618808458241,20890.203060000003,2768.6659999999997,5015.947,2247.2810000000004,0.010082369613866967,92338.55100000005,100824.05200000004,8485.50099999999,0.02555264310766547,1874.6469999999954,58427.25899999998,-584.1100000000151,0.08323725127074533,416.31399999999996,0.0071253385341934344,0.7280760838784098,0.04940609857291169,-0.1059354092352709,-0.008977579945773457,0.14467240000000003,0.1644844915254237,0.2602356578947369,0.17859090909090908,0.08474579001092297,0.0844925085197083,0.21248971476308878,0.05241379649828061,0.10685102359674453,0.10430118720988638,0.09207974341390752,0.10532503605211138,0.09298362323741319,0.1052863696769992,0.092944956862301,0.1536225116907874,0.20230773118059833,0.1540656150083029,0.7875102852369112,0.00044310331751549277,0.04868521948981096,0.0025498363868581646,0.0037258244003151803,11.66896548305378,11.70001206424556,18.500278519062103,22.009560514448147,13.844911393280261,13.884845164063925,20.25183060450919,24.093361122051647,0.27108433734939763,51.48240696588756,40.13651377973176,11.656927316366545,34.62361339515331,15.231337641290157,0.8528618684356921,1.8164371624196047,1.5244435501691254,1.2756794754958432,2.1330247885411833,32727.83499999998,5078.027999999997,2581.281000000001,0.5083235066840912,0.15515930094367683,0.19343838748007733,0.07887111995034203,0.09980087234484071,0.7320872584423165,0.6186882794388107,0.03465051905225817,0.36809312559013424,0.3169291940181764,0.29733541252975404,0.75,0.83,1.03,0.75,0.8001791292478672,0.4226618808458241,0.08875224986851327,0.10716412167509216,0.040965291287154974,0.09444876740815157,0.03914602540752784
Oilfield Svcs/Equip.,455,0.9186144133116347,1.1458047060134187,0.18316248393940676,5.015297857696273,6.255673549352334,62709.56900000005,36953.002999999975,1.6970087383696553,9361.976,177.61439999987488,0.017349901508777407,0.3456113777060274,2.613156854484068,0.16953802063524387,0.1302352155398708,0.03930280509537307,505040.89099999977,19849.523704166546,0.14865827167185494,0.10548427143575564,0.0431740002360993,778511.3031041757,33611.44718402565,0.6821947992932357,0.38678554871410087,0.0695,0.12164722805997288,0.05235435,0.3178052007067643,20373.674089999993,20430.963000000003,9302.989,-11127.974000000004,-0.022033807951602098,136160.00399999993,153634.8609999999,17474.85699999996,0.0420615434472352,-1892.4800000000978,63241.762000000024,-1322.550999999985,0.041660599703447355,1134.6229999999998,0.017941040289168403,0.8724978379751093,0.12970402063080988,0.7620554819251828,0.12919737801983236,0.13917147435897437,0.07271242074927951,0.3236197023809524,0.12504750000000003,0.16953802063524387,0.16545413438746306,0.12795612506586468,0.042088480755193614,0.06529585411921392,0.06418335019399797,0.0563756235552956,0.06466772746511874,0.05680107767404927,0.06475503420502594,0.056888384413956467,0.05685808474802224,0.09259884883166417,0.059094027667547504,0.8720438749341353,0.002235942919525262,0.03574076408364193,0.0011125039252159476,0.0058247843255471035,6.550451641462305,6.716267645644465,9.173729012533544,11.817470422435322,10.324868944048085,10.730894185889767,9.434970347032577,12.153997884642019,0.4351648351648352,42.763586482032046,28.410647467275698,39.25278235655449,18.360917775032256,8.594562908957526,0.6873038572508465,1.5357699086396315,1.4168531989174185,0.45080846289682813,0.6101380910433795,129081.6779999999,28948.517999999975,16394.61600000001,0.5663369710325076,0.22426511994986614,0.23995267206636486,0.12700962874064917,0.13719654605735274,0.4658569678866145,0.8481599048729229,0.07669649791877424,0.3974411197574169,0.38678554871410087,0.38536101039880777,1.07,1.06,1.22,1.06,1.065722882662327,0.3178052007067643,0.10548427143575564,0.09712086070104803,0.1059134909076625,0.11601933118875962,0.06927071634289768
Packaging & Container,414,0.6454232908587869,0.8357668353157656,0.19352291856637172,3.335125863335039,4.318696935263128,19944.941000000003,12267.922999999984,1.6257797672841627,6681.363000000002,-30.666999999997643,0.044226653802734196,0.6508645732224833,1.5638858386300616,0.12941444561462065,0.10549419345819809,0.02392025215642256,142019.44699999987,3397.1409833556863,0.11313229318848557,0.08803206569661348,0.025100227491872087,207151.3533774207,5199.546095022444,0.6713929393615732,0.2944983294261341,0.0695,0.16483359072914733,0.05235435,0.3286070606384269,7195.3432100000055,7671.7350000000015,1781.0049999999997,-5890.730000000001,-0.04147833359751082,47411.33099999996,51016.67799999995,3605.346999999987,0.027081598753618107,895.4160000000047,51957.380000000034,-1165.9479999999603,0.13357667692642639,65.85,0.0012673849220264754,0.9928604400872373,0.11232457840319814,0.6085097588774537,0.07874995309621216,0.12480398230088499,0.07722906752411571,0.11577473118279567,0.13567045454545454,0.12941444561462065,0.12436173850797208,0.2144820623939913,0.056733261541167646,0.0886267018974021,0.0857266219408809,0.0715959950252854,0.08673142022274061,0.07243516879838768,0.08663675761346684,0.07234050618911392,0.13032683606290624,0.234629140684275,0.13586741231511193,0.7855179376060086,0.005540576252205716,0.10430230462136877,0.0029000799565211967,0.006651774589161444,8.465926779252618,8.80602419200883,14.003272248254996,17.873620884662124,9.012681877556489,9.395837432375384,14.118640759924256,18.02087596926287,0.2657004830917874,49.193925135428444,125.25944123508474,15.301373459463095,17.468704477146645,13.499482966349653,0.9950201030561768,1.940650938180684,1.8553519854941678,0.8689854856263168,1.2245297647229045,24477.596999999987,5204.312000000002,5804.500999999992,1.1153253302261643,0.21261531513898216,0.20097603392851324,0.2371352465685253,0.24853869804024176,0.48944074531212534,0.6106301255324202,0.05390751436947923,0.32699064372206454,0.2944983294261341,0.14513397174026643,0.61,0.61,0.72,0.8,0.6770846581717572,0.3286070606384268,0.08803206569661348,0.17014163257419576,0.14626514936665172,0.16463009067496975,0.133953568149121
Paper/Forest Products,268,0.752359681166661,0.9932645149292465,0.19278007551741697,3.90268381806235,5.152319358021565,18553.707000000006,9778.636000000017,1.897371678422223,3943.2950000000005,-129.6790000000001,0.05544250852297262,0.5150417382512561,0.9505751229073717,0.1507533967166234,0.11806250829135387,0.03269088842526954,159249.96399999995,5206.022804852189,0.10812075767476295,0.09306780929206306,0.015052948382699896,238864.23022047227,3595.6109279821135,0.6196104159781373,0.3119027435891214,0.0695,0.15821279261855972,0.05235435,0.3803895840218627,5451.276149999997,4320.931,393.18800000000005,-3927.7429999999995,-0.024664011854972856,35362.838999999985,42422.234,7059.395000000011,0.06401791051808929,453.9939999999988,6907.821999999997,-598.6250000000009,0.01988728438557104,62.923,0.009108949246231304,0.7654706757504107,0.0827632694399472,0.772934196364607,0.1165224555403981,0.1730622516556291,0.09014720379146919,0.10477053333333335,0.09609473684210527,0.1507533967166234,0.14590490817138926,0.27885425244902284,0.10573259359117718,0.13673422645306713,0.13562433135317445,0.11416682714276383,0.13579867956422859,0.11431359123645904,0.13522755335680517,0.11374246502903562,0.1907867269122552,0.2953776450326796,0.1968672376108356,0.7211457475509772,0.00608051069858042,0.10459091812042441,0.0011098950998926942,0.001835888957111669,5.852843219893657,6.042835916020339,8.335186022408996,10.515027116910492,5.877385098297196,6.064701603738946,8.52044049610661,10.748729857223948,0.25373134328358204,26.453560693831196,22.787221865495614,12.916539888328765,8.089742782234191,6.904897786664994,0.7185510896408964,1.0735483341618237,1.059899841059173,0.794185702757214,1.1570645686768584,31713.863999999994,6452.272000000002,6157.3979999999965,0.9542991987938504,0.20345272338936696,0.20763796042251476,0.19415477092289976,0.20008237388874445,0.6139173490512861,0.6791719702716396,0.09727755583809529,0.3369474597484038,0.3119027435891214,0.4069277169771662,0.77,0.74,0.64,0.89,0.7584719362333322,0.38038958402186274,0.09306780929206306,0.1618534650524591,0.174150495514601,0.12017755608639791,0.1982744747226807
Power,485,0.4433046474349577,0.7285185003020899,0.19079134288256952,2.323505043453717,3.818404385100884,305842.06599999964,158677.2189999999,1.9274478587880963,19404.178000000007,-17.465400000033696,0.06880299151465613,,0.7289648755018722,0.025145559391345728,0.09693577632410677,-0.07179021693276104,1535353.3559999992,-110223.35049568264,0.00563795095811195,0.07508261435078543,-0.06944466339267348,3320739.281619591,-230607.62162690086,0.5098146520829336,0.25944771221610685,0.0695,0.14669930155116612,0.05235435,0.4901853479170663,90973.4814400002,6205.522,30881.609000000026,24676.087000000025,0.016071926962981178,636409.9889999989,874274.149,237864.16000000108,0.10773544479976203,6823.57799999995,153747.461,-8365.131000000052,0.025357851623450802,2205.385,0.014344204357299923,,,-1.356379147694775,-0.03410691241554187,0.1037773591549296,0.13698196428571432,0.1393834684684684,0.0885822522522523,0.025145559391345728,0.024904566790079904,0.17547595444777647,0.015948809173208272,0.009664622134243392,0.008895202035659498,0.007590282109871738,0.009072302919403873,0.00774140241766672,0.00906508790580155,0.007734187404064396,0.153284726279582,0.19577508419243686,0.1551866065751085,0.8245240455522236,0.0019018802955264834,0.04249035791285485,0.0007694200985838938,0.0037450908404702563,11.646955075286195,11.802718510592392,185.00972997805684,,11.50377319850398,11.646506268532985,196.7782096062131,,0.2701030927835052,155.06295174839784,35.26387209099931,19.815001773044223,23.497623969598855,17.326712095602105,1.956002659117482,1.4577656930951783,1.2460098505696762,0.954949346255772,1.7852315254855147,152526.1160000001,29452.034000000007,29939.65800000002,1.0165565475036467,0.19309502380562807,0.23023166207791743,0.19629201073998373,0.5168434007027018,0.9614971753250549,0.4225020387651707,0.0469262138129043,0.2856247136744554,0.25944771221610685,0.08489297406971341,0.49,0.51,0.65,0.54,0.5266609294869915,0.49018534791706636,0.07508261435078543,0.14898936827009585,0.062121762839802766,0.12233838352077195,-0.06430049295731272
Precious Metals,930,1.1011319908908235,1.1408458156282186,0.19215238087654893,5.730514427496278,5.937193233953065,37577.55199999988,18618.553000000007,2.0182853092826205,4638.825000000003,119.55759999996371,0.11013130656603419,0.97389837423873,0.8276052758766798,0.07853502773368998,0.12983949608713186,-0.05130446835344188,246078.32400000028,-12624.917586126032,0.1313128227330175,0.11832289524433443,0.012989927488683078,260215.2224946546,3380.176871657097,0.8456687397201023,0.6291256354607682,0.0733,0.041166339974379774,0.05521689,0.15433126027989771,14228.6299,2463.8720000000008,6676.289000000005,4212.417000000005,0.017118196074839977,49387.43100000007,56662.71099999994,7275.279999999868,0.0893705812631741,2272.7450000000044,11948.807999999999,1774.7229999999963,0.02600154364477322,42.658,0.0035700632230428343,1.0172987135360556,0.1335843656370868,0.26374828156893837,0.02071347860772965,0.17679999999999993,0.22946125628140696,0.97601568,0.08163800000000002,0.07853502773368998,0.07821406016920335,0.2966364066379898,0.08973891452807188,0.17010151833091602,0.16469671534866936,0.1579167543719624,0.16489913478795432,0.1581108409437923,0.1654542987145614,0.15866600487039942,0.3100393246996419,0.36723868814656685,0.3141665842177193,0.7033635933620102,0.004127259518077481,0.057199363446924965,0.005404802982246675,0.00901390529206426,6.872896572228989,6.96818464128658,12.579527614682526,18.343641706036276,7.129622236129737,7.224532135907354,13.583388824737478,19.807486050902064,0.8311827956989247,154.75589322931617,627.2258029164234,21.769838581330195,18.381945397303316,15.135016884459574,1.853918136708343,1.5934497426010152,1.5738866742188866,2.079604819549269,2.2398890646875773,38459.268999999986,10740.557999999995,12945.110000000006,1.2052548852676008,0.2792709866638391,0.33388790780494576,0.336592720990095,0.3959750434758244,0.18249611583251613,1.0029640155388828,0.08915186931634057,0.541696289425715,0.6291256354607682,0.8545404529194207,1.15,1.0,0.32,0.99,0.9122263981781646,0.15433126027989774,0.11832289524433443,0.04263667927557039,0.17483681435362106,0.0868640725766309,0.11475012262399167
