,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_all_companies,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,2019,20200,20210,20220,average_201721,dde,cost_of_capital,cost_of_capital_euros,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Retail (Online),93,1.4672850705706748,1.5637506011615643,0.28665052263577284,5.118724560760886,5.455251177575961,1989.0760000000012,2514.9070000000006,0.7909143359973155,379.0859999999998,117.67500000000382,-0.00037946047169267453,,0.8684707991267822,-0.002476017883490136,0.15529941978653655,-0.1577754376700267,97376.51799999995,-15363.622746233224,-0.047801599515423385,0.13354701138373035,-0.18134861089915372,88211.10632277737,-15996.961597513231,0.7946195094145204,0.4415707787239164,0.0657,0.0845840339153053,0.04938669,0.20538049058547958,616.74955,7025.870999999999,924.8670000000002,-6101.003999999999,-0.0626537498496301,3553.745,13018.231,9464.486,0.2508429137428011,175.6229999999996,14625.984000000002,-5126.476000000001,0.10499176747638907,4502.035000000001,0.3078107428532672,,,0.9980170172783246,-0.002471107982808616,-0.03603,0.1640551428571428,0.1492725454545454,0.19189333333333336,-0.002476017883490136,-0.0012301945636955139,0.307945317487802,-0.003147237581284741,-0.04597046787202046,-0.06164168932616989,-0.05683042092633541,-0.0613669921153346,-0.056577164432399046,-0.059830940825123254,-0.05504111314218771,-0.021704904020779858,0.2862939582504716,-0.008627471763350329,0.692054682512198,0.013077432257429527,0.30799886227125145,0.015671221454149436,0.0013143142749844437,13.49347396004396,22.595291116176433,,,,,,,0.6881720430107527,18.904231597531464,123.23535294639932,31.605856409132123,8.159689571604307,12.716619992751271,0.6626921202448202,1.944540401960718,2.011354317384386,1.9093537071538949,2.1442297914818043,8650.806,280.40900000000005,657.5299999999999,2.344896205185995,0.07805218274236786,0.032414205104125564,,0.07600794654278455,,0.25846394173836096,1.309358763368104,0.10763164593581534,0.5561931480115268,0.4415707787239164,,1.3242882302241747,1.23,1.12,1.25,1.2783146601589699,0.20538049058547958,0.13354701138373035,0.12237906053265912,0.06995490203014619,0.13394766682717915,0.13759910255705718,0.03347375241764092
Retail (Special Lines),72,1.1652952867668969,1.2974209197180433,0.28086794651157687,4.1489080588940235,4.619327110238854,2280.510999999998,7130.391999999997,0.31982968117320887,503.885,17.39980000000287,-0.030433699369092505,-0.5679422850794549,2.5003064683459026,0.1267809788890584,0.13545785851899422,-0.008676879629935824,46605.689999999995,-404.3919622001037,0.15098091613250192,0.11623670230662679,0.03474421382587513,56885.172998049966,1976.4306141661461,0.7766829875427368,0.35434390213501854,0.0657,0.08350459478001494,0.04938669,0.22331701245726315,4220.20215,652.4789999999999,229.87000000000003,-422.6089999999999,-0.009067755460760264,8764.279999999997,4012.9299999999994,-4751.349999999998,-0.11797467378842523,4815.911,11876.663000000002,-2317.806999999997,0.09554410885113335,663.023,0.055825697841220205,-0.2829501024925496,-0.04272006569411045,0.2857665076078302,0.036229757568228264,0.048776176470588226,0.033556249999999996,0.0978275,0.1183,0.1267809788890584,0.12590617225481662,0.40373930416518794,0.041543273536960454,0.07498935213314432,0.07049199324988026,0.060217338872391335,0.07054501068691879,0.06026262868227057,0.07066734602563264,0.06038496402098441,0.10216282506085937,0.3833891983375758,0.10338827364052484,0.596260695834812,0.0012254485796654702,0.2812263732767164,0.0044973588832640694,0.017558929715472998,11.289269953728676,11.427379024443796,16.22628413947586,21.361652134525695,11.251601266881258,11.386564829050256,16.489949031790335,21.708762887751472,0.29166666666666663,19.28563230718239,47.06802124451213,23.586243909360473,21.552085065494698,19.801970473941882,1.6738774703247576,3.3796713104823395,2.996830551650091,0.9868833916942885,1.1632836306743954,9195.228000000001,2127.0470000000005,1360.2160000000001,0.6394856343089738,0.145756332085366,0.23132074593473922,0.25597937653332775,0.1479262939429017,0.16568447211747797,0.2875265919803286,1.0668406589726418,0.08448899511763819,0.42484595059725266,0.35434390213501854,0.26081558891458495,0.8795242674958986,0.9,1.06,1.24,1.048963910852559,0.2233170124572632,0.11623670230662679,0.10523929637257146,0.04321366226393595,0.16833081200114464,0.1136973309904862,-0.01659951433999686
Rubber& Tires,8,0.8832579325121419,1.1209961651292606,0.33464056918717755,2.639422753366467,3.349851357987153,1918.9,2412.13,0.7955209710919395,114.24,-73.1901999999991,-0.011793584968649887,-0.13820785455466975,1.0611632650104885,0.08975252379115224,0.12231421430212991,-0.03256169051097767,24883.2,-810.2390573227595,0.10357705790582022,0.09747779610109493,0.006099261804725295,36131.2922,220.37421047082898,0.6594369761115062,0.25339347271569646,0.0657,0.0812376458805052,0.04938669,0.34056302388849385,1231.5400000000002,48.26,0,-48.26,-0.0019394611625514402,3257.7239999999997,2620.4300000000003,-637.2939999999994,-0.043924955371604575,-117.34999999999991,2726.74,-45.64000000000033,0.048246795183707405,14.6,0.005354379222074712,0.4679038325472707,0.04846410235810387,0.4485633560647103,0.040259693287037004,0.21315714285714285,0.19394999999999998,0.20657999999999999,-0.034666666666666665,0.08975252379115224,0.07631698103117932,0.339308628837908,0.058248828935974856,0.11539127622505295,0.1146435166348471,0.09951600743877369,0.1146435166348471,0.09951600743877369,0.1127345988127654,0.09760708961669198,0.18072986760977744,0.32411687688439583,0.20922803668116802,0.660691371162092,0.02849816907139057,0.14338700927461842,0.000747759590205836,0.003567937362419538,4.992607598727077,5.80577169603196,8.86087583635342,11.904551424206591,4.855190453716717,5.6207752474961765,8.86087583635342,11.904551424206591,0.125,12.17172433450406,13.200222874898728,9.096238586924894,9.835763676148796,11.33478924044986,,1.1119757445258938,1.0579690585053256,0.7327209372685256,1.0158419663442981,3268.62,884.41,969.119,1.0957802376725727,0.13195259217541536,0.2705759617208486,0.29228312037659715,0.29649179164295636,0.3017257590475479,0.516445143699232,0.8075108952432488,0.08575868325739812,0.39064128648666935,0.25339347271569646,0.1731669488134921,0.7546940548337088,0.93,0.87,0.9,0.8675903974691701,0.3405630238884938,0.09747779610109493,0.08666520697694624,0.17943100372445306,0.2551302515309901,0.17310621472463042,0.2164033467914409
Semiconductor,42,1.4469208038395083,1.5280609586716714,0.2821065224935501,5.128987415994927,5.416609815204141,7021.406000000001,4221.074999999999,1.6634165467327642,165.90699999999998,368.1411999999982,0.0652787651085095,0.3623024121400586,0.9298631821180076,0.23718750617898662,0.1526405414210395,0.08454696475794712,35604.544,3010.2561267907777,0.1940514471745716,0.1366712465796081,0.05738020059496349,54931.822210289036,3151.9989774732553,0.8453394752674821,0.48182377826896394,0.0657,0.16984612164730756,0.04938669,0.15466052473251796,1483.2364000000002,2146.62,200.64600000000004,-1945.974,-0.05465521479505537,4984.569000000001,4651.556,-333.01300000000174,-0.014352576456271783,109.54799999999977,17269.192,-57.854000000003,0.2095020351278683,10.8,0.0006253911590073237,0.5599625156419927,0.10866153652384238,0.8243641616477912,0.1955288796845706,0.18991999999999998,0.099995,0.518277777777778,0.37099999999999994,0.23718750617898662,0.15188016867221427,0.4629710336006646,0.16533095673083692,0.23046357198413853,0.21606192233810637,0.20076767907487914,0.2168294669003299,0.2014808919292155,0.22403674642077695,0.2086881714496626,0.2566072892582891,0.3579857812236591,0.40634440570081537,0.5370289663993354,0.14973711644252627,0.10137849196537004,0.014401649646032183,0.004538198505889271,5.821335528808753,8.5500563218023,12.596319578737443,15.158675908093407,6.833713356850297,10.821365210416987,12.806567448673801,15.411692616728843,0.5952380952380952,73.44433736868864,59.26303823643612,20.498223487604072,20.909269381915472,14.223213833578848,0.3833750359455216,3.2150428820749375,2.444961224196948,2.528416301319764,2.776841192719058,10590.645,1742.146,1319.3690000000001,0.7573240130276109,0.07078638890981398,0.16449857397731676,0.17105473832368578,0.12457872018182085,0.12928249761545893,0.18295670468196262,1.3433165717702213,0.07160325001504277,0.47209630578014294,0.48182377826896394,0.7137338524322139,1.5555334931588858,1.81,1.16,1.27,1.4484908593996788,0.1546605247325179,0.1366712465796081,0.12547251508621282,0.12793067392620766,0.17102953246279168,0.1290426164496819,0.0810371894136933
Semiconductor Equip,22,1.8277145326771278,1.8132564831219464,0.41526728848419736,4.401296666897662,4.366480417325113,2521.3050000000003,880.9809999999999,2.8619289178767766,44.702999999999996,97.4366,0.06310188434747833,0.2704084476116067,1.1055861427985374,0.30910378855268167,0.173887607992585,0.13521618056009665,21278.416000000005,2877.1861398888504,0.27761530824493025,0.17112163500554228,0.10649367323938796,25549.697039887113,2720.8810879310963,0.9777835133134725,0.3705992270739122,0.0657,0.1700968719476738,0.04938669,0.022216486686527544,3207.9300000000003,6935.144,462.62299999999993,-6472.521000000001,-0.3041824635818756,669.0680000000001,1441.8,772.7319999999999,0.13814840532533168,129.10799999999998,4680.598,-801.6830000000009,0.0987102662854294,24.49,0.005232237419235747,-0.2588199839942597,-0.07185238963651432,0.5122679896534093,0.15834397635613473,0.22075888888888887,0.07716352941176473,0.3236444444444444,0.352875,0.30910378855268167,0.20657989852104136,0.47708774236884377,0.23284412355109188,0.2804039849202357,0.27501987705696435,0.24703750339395336,0.27570506430213604,0.24765297507627668,0.2791544660539651,0.2511023768281057,0.35459274805237756,0.42506180482296574,0.48574291338977105,0.5229122576311562,0.13115016533739346,0.07046905677058814,0.005384107863271338,0.0014730917981062397,19.748793168212966,28.00013454419582,31.87867214737038,37.66369232498652,18.492236207781747,25.331800325856914,32.5800061503989,38.492297355491104,0.40909090909090906,24.80080691370019,32.94794718559534,77.51161680323098,31.301665791855708,36.12639550210588,1.02377316336113,15.152456179367098,11.264580888747313,9.004149091149694,8.982472690659717,8110.037000000001,1191.7849999999999,1530.2220000000002,1.283974878019106,0.10174673177246395,0.14695185730965218,0.15294182230547185,0.18868249306384174,0.19581122032578768,0.022721273558030476,1.782806887878376,0.024570382297597494,0.39425456866885644,0.3705992270739122,0.7304423680954127,2.070633496075609,2.08,1.37,1.5,1.7696696057505474,0.022216486686527537,0.17112163500554228,0.1595834908182956,0.3291582928844651,0.3160762705483138,0.03775481424107451,0.10607903575944451
Shipbuilding & Marine,67,0.9748601338267289,1.0629930459750019,0.2432389726777292,4.00782869247822,4.370159248219554,10803.967,12173.748999999998,0.887480676659261,5218.874000000002,-8.089400000004389,0.019512384867037658,0.06419479003794859,1.7592109111104641,0.6896845747976659,0.11799298192513764,0.5716915928725282,83043.935,47475.5194785527,0.5247348218866981,0.09748945829857361,0.4272453635881245,111896.45752921294,47807.24268129171,0.7011422268829623,0.367609176529566,0.0657,0.08168451420358487,0.04938669,0.2988577731170377,16462.187599999997,3430.1849999999995,971.2609999999999,-2458.9239999999995,-0.02960991672660983,16438.671000000002,8452.835,-7985.836000000003,-0.14291016453224006,10075.871000000003,5425.4439999999995,-565.0800000000017,0.024970421676786515,80.89,0.014909378845307408,0.12353782770256623,0.06482460001577568,0.712571972950925,0.4914498981773926,0.4028272727272727,0.15763148936170215,0.16898257142857143,-0.0731142857142857,0.6896845747976659,0.6876666887715133,0.45696499186390993,0.2909539014301328,0.3155832439659766,0.3150570703342865,0.2971202168321571,0.31632887124606557,0.29831961147603614,0.3162877769010257,0.29827851713099623,0.22657573945500445,0.272255552795014,0.22694366526332857,0.5430350081360901,0.00036792580832412596,0.04567981334000955,0.0005261736316901112,0.025701420611909286,2.2340500241852124,2.236365128860669,2.510073243154732,2.612249502444426,3.52338795294983,3.5291094188214487,2.5277824722015034,2.630679611961055,0.22388059701492535,50.69405476284248,10.010414171804022,8.189048860483396,3.8129998043865365,2.30528557015979,,1.0753947189589108,1.1019527209718547,0.6788981076702829,0.7996105761870907,60366.46799999999,2363.0219999999986,1943.9490000000005,0.8226537882423446,0.0569320773633099,0.03914461253555532,0.03955598089380465,0.032202463791653355,0.03229715450948723,0.42624415084177264,0.8050490945201779,0.174190156530427,0.40240185014214,0.367609176529566,1.005399274507487,0.7727095294573015,0.9,0.83,0.93,0.881513932656806,0.29885777311703765,0.09748945829857361,0.08667675427592769,0.20491746919571316,0.018427867844540632,0.041805975102731915,0.11172553886848428
Shoe,10,0.9688359022843687,1.0873701181302624,0.30575259803514143,3.1686922973358227,3.5563724564174803,231.43500000000003,385.4890000000001,0.6003673256565037,0,-8.080000000000041,-0.011842905863163875,-0.2556502326847472,1.7189259081125456,0.05962944985300717,0.11980907380070455,-0.060179623947697373,5459.450000000001,-328.5476479612565,0.08991903580823324,0.10588382475256698,-0.015964788944333744,7964.502678904082,-127.15160431528437,0.8022610383717479,0.3212202080580394,0.0657,0.13152320205513285,0.04938669,0.19773896162825205,167.6026,0,25.7,25.7,0.004707433899019131,442.76200000000006,40.92000000000001,-401.84200000000004,-0.09032816402131863,373.8510000000001,326.414,-69.58700000000005,0.022698881377006406,0,0,0.1297598298232237,0.011667878784344703,0.4851614528297251,0.0289299105221222,0.20124999999999996,0.014515714285714285,0.19763333333333333,0.26,0.05962944985300717,0.05574952541676398,0.49444099108936995,0.02377901579136898,0.07734878261320531,0.06243101913093782,0.05224868723957184,0.06321089934028055,0.0529013710770216,0.06262070432027016,0.05231117605701121,0.07665588781619807,0.27295416712014775,0.08201731287421322,0.5055590089106301,0.005361425058015148,0.1962982793039497,0.014917763482267489,0.008750809874663906,12.375564480229174,13.118230895773765,18.54106914588683,25.29965844376289,19.62939778982221,21.00230661890581,25.469507266357027,34.75365036933253,0.4,17.28297345640991,20.122559972866643,26.627782288708797,66.07845635042798,21.67017398623971,0.8334682302399888,3.3312705372783937,2.4817574754188563,1.3640203091365548,1.609950460060238,841.187,193.75599999999997,90.169,0.465373975515597,0.16309731977961744,0.2303364174672219,0.3574002616552291,0.10719257430274123,0.14195662064872233,0.24647708435346535,0.9173976035215595,0.05309289079969625,0.4108891764668788,0.3212202080580394,0.359612154278901,1.2630913303122508,1.67,1.01,1.11,1.204385446519324,0.1977389616282521,0.105883824752567,0.0949884176121476,0.1306609965092302,0.30544630211411067,0.19793563222084978,0.22267824364389913
Software (Entertainment),64,1.2643925029484495,1.3312342768412895,0.2507641000988485,5.042159154560162,5.308711559256414,201.27299999999994,651.4369999999996,0.30896771291774966,420.64199999999994,22.14380000000051,-0.0011294287507903251,-0.009123530675169198,0.332046434991344,0.012421917496775242,0.13797695362467605,-0.1255550361279008,17030.703999999994,-2138.290656003584,0.05183409500070122,0.1294912564145447,-0.07765716141384349,19674.00433066026,-1527.8273299627397,0.9042141104119287,0.4600855589037229,0.0657,0.2568878892354541,0.04938669,0.09578588958807135,319.66999999999996,417.37499999999994,323.53,-93.84499999999997,-0.00551034179209503,549.1200000000001,482.89700000000005,-66.22300000000007,-0.016398131163258774,27.05600000000001,1670.1200000000001,30.376999999999725,0.08179957497643783,4.27,0.0025567025123943185,0.049214536901364285,0.002550990981160832,-0.5110562787751587,-0.0063482989311539895,-0.005837857142857149,0.06985222222222222,0.24065277777777774,0.3579142857142857,0.012421917496775242,0.013023037440710247,0.6456155916336364,0.03238393780931968,0.19205156594924308,0.16677787671619748,0.15267113113571204,0.1668260875291553,0.1527152640836315,0.17021578208497568,0.15610495863945192,0.25204406826414205,0.5078014653397386,0.2989007732351317,0.35438440836636365,0.0468567049709897,0.2557573970755965,0.025273689233045578,0.0024036066039022554,17.85600347037653,20.717082633681592,36.31539446858047,48.93942114817105,21.083276283713033,25.00280060916748,37.774713037194545,50.90603082056605,0.46875,197.04054655250818,258.0277472040663,25.81255104729541,86.61283398191532,37.107309809537156,1.0367652617017646,2.5825164650126595,2.4023055436777203,5.843037079864425,6.3018075835317395,1220.4750000000001,253.40300000000002,288.94300000000015,1.1402509046854226,0.0845840339153053,0.20762653884757984,0.49935950224174214,0.23674634875765593,0.6294807611030508,0.10593275252521178,1.2330471627479185,0.024790830479804668,0.49439537704181424,0.4600855589037229,0.20168899633545928,1.028825085054541,1.28,1.05,1.01,1.126643517600598,0.09578588958807133,0.1294912564145447,0.11836326374050987,0.1531044748382861,0.0013371228942227866,0.09996428726145139,-0.03612374884867373
Software (Internet),30,1.0384541483190144,1.1583399200390785,0.23782152248145977,4.366527206972913,4.870626964089766,489.6039999999998,389.90900000000005,1.2556878656301849,218.31099999999995,-8.419200000000032,0.14039230802369887,10.244832882752114,1.3146795737028112,-0.06303232740658801,0.12509632404291135,-0.18812865144949936,923.8910000000002,-173.81036791632945,0.029816095896274358,0.1112901289142762,-0.08147403301800184,1677.3326703397038,-136.65905736543021,0.8176428230942185,0.3898795634317113,0.0657,0.20233441919365616,0.04938669,0.18235717690578152,22.607999999999997,10.940000000000001,444.61199999999997,433.67199999999997,0.46939736397475446,860.9539999999998,814.725,-46.228999999999814,-0.0385108162503664,-163.27800000000002,471.09700000000004,29.29900000000015,0.14221190886667165,0.544,0.001154751569209738,9.625318367281809,0.28698941547104534,0.992661944787499,-0.06256979270790602,0.29074285714285714,0.097321,0.25103333333333333,0.91,-0.06303232740658801,-0.06642826418784434,0.45398849513979744,-0.026408574453949958,0.04296432677068054,0.02860615240198536,0.026217407237442224,0.028911575799460472,0.02649732637787484,0.02509361288982372,0.022679363468238088,0.1851334713432843,0.4331142255306318,0.19439767272595354,0.5460115048602026,0.009264201382669247,0.24798075418734747,0.01435817436869517,0.00305420707387916,12.717202908306305,13.281369270697326,95.93199762872213,,14.735377616106542,15.472745660333189,99.07876122624477,,0.5,54.241882193556734,72.03049827398254,51.549786998274556,5902.3318777292725,43.81717289719625,0.4815073944746841,4.474886918088555,3.6491162028717237,2.4517714174287075,2.864523115309221,66.496,26.127,29.219000000000005,1.1183450070807979,0.08350459478001494,0.39291085178055823,,0.4394098893166507,,0.22302791849341305,0.9920265785089173,0.044708348351490575,0.4006089526463052,0.3898795634317113,0.9297771169939129,0.7619329758129136,0.95,0.7,0.85,0.8600774248263855,0.18235717690578146,0.1112901289142762,0.10034145769344605,0.1322242654144494,0.004182018951048793,0.1845493854173516,-0.14592080828785273
Software (System & Application),352,1.1213890742291763,1.1424836636405142,0.21860042239096975,5.129857764975207,5.226356157707541,2101.209999999999,4174.311000000004,0.5033669029451799,7338.174999999999,-95.50440000002891,0.0733394287208511,0.915379739367418,0.9698177532732705,0.06256208937160851,0.1239150329412183,-0.0613529435696098,80676.04599999996,-4949.712897657241,0.1045092311957936,0.11645345437335881,-0.011944223177565216,72681.97737367896,-868.1297587379669,0.8998826718347332,0.39810514233824157,0.0657,0.14460292360945032,0.04938669,0.10011732816526674,4233.901339999999,3277.2340000000004,3797.822000000002,520.5880000000016,0.006452819960958447,8112.678000000005,7012.759999999998,-1099.918000000007,-0.037990511335141565,150.44799999999884,63275.74699999996,4171.960999999945,0.3912115503403038,506.39399999999995,0.00800297150186153,1.0529683419779161,0.11004491189362149,0.16114888824871731,0.010081811148751604,0.19250779069767435,0.19149410526315783,0.2584491847826087,0.253124,0.06256208937160851,0.04323011644769463,0.6079374878135752,0.07160428049647742,0.1658123779797015,0.11808404098769808,0.10849117148180039,0.11876479192246715,0.1091166198131979,0.1174098941885572,0.10776172207928793,0.1838663458794959,0.5034585469764385,0.34002117401884946,0.39206251218642485,0.15615482813935355,0.3195922010969426,0.04772833699200344,0.0017667903676231403,11.278334063324747,21.17425210178927,31.729603753231277,47.03445691247368,11.379327602715808,21.043613568936482,32.57878255322044,48.29323921526272,0.5454545454545454,58.77729202370772,72.21849759211197,40.05395166450223,32.94713386391651,33.66718704218496,1.3300669648940822,2.9327059739739436,3.7966035761135757,3.70336265300985,3.869212331020529,8522.914999999995,2447.697000000001,2883.884999999998,1.1782034295911612,0.0812376458805052,0.28719012215890954,0.36410150293032933,0.3383683868723318,0.4359081406370704,0.1112559795835847,1.054310496172829,0.05981739932900275,0.4487239646425833,0.39810514233824157,0.14827309137206526,1.070307557473444,1.11,0.86,0.98,1.028339326340524,0.10011732816526675,0.11645345437335881,0.10545391295096129,0.2508890982602044,0.006153023583838171,0.07482156748004827,0.07217436114762481
Steel,57,1.079716890597993,1.133457181695149,0.2667753613521935,4.047288644368339,4.248732626394133,8038.77,3774.5159999999996,2.129748555841332,102.57400000000001,-128.6529999999948,0.018520453418613064,0.15992252873112775,1.952532903407198,0.2513246667359493,0.1232425600362886,0.1280821066996607,105846.99999999996,13557.10674783898,0.22950312172733833,0.10067785550647791,0.12882526622086043,117200.35017114195,15098.366311975427,0.6944764915947281,0.3470949242716207,0.0657,0.1380553192329419,0.04938669,0.3055235084052718,3753.827499999999,4889.1579999999985,162.904,-4726.253999999999,-0.044651752057214666,9702.784000000003,7865.539,-1837.2450000000035,-0.058923853945160504,-311.429000000001,3048.6860000000006,-649.0299999999984,0.013242455279848983,159.4,0.052284820411154176,0.6586418123621157,0.1511603520372574,0.8588890736705812,0.215860010203407,0.34669999999999995,0.1928448888888889,0.061113181818181816,-0.13333166666666668,0.2513246667359493,0.24079449821746501,0.23387806476157705,0.11624824318597377,0.14256833035349004,0.1422011615751506,0.11804884578786913,0.14226691794437052,0.11810343369280343,0.14170471560641495,0.1175412313548479,0.16570802587722266,0.22891240659203022,0.17144820731773283,0.766121935238423,0.005740181440510152,0.06320438071480755,0.0003671687783394279,0.0016672308223554572,1.9785582086940139,2.0451050691250146,2.4533447626996705,3.0138424067768055,2.075676774378642,2.1475789120917197,2.501432287142298,3.072916134450786,0.17543859649122806,25.110448551902106,17.173565217045624,8.096358435578933,2.7245636274394838,2.6358698883671985,,0.5826520483444992,0.608491425369656,0.31328133487189186,0.35587106193827234,32896.61800000001,6004.2339999999995,5191.127,0.864577729648778,0.16984612164730756,0.1825182758908529,0.18275673357052385,0.1578012365891229,0.15805718101577215,0.4399335500956949,0.8517763906169048,0.21111135888116478,0.3799255502807175,0.3470949242716207,1.1821374746241617,1.0251321916709792,1.0,1.04,1.12,1.0529698164537946,0.30552350840527187,0.10067785550647791,0.08983373870345845,0.10488587230923731,0.26062684907380135,0.13909969928884913,0.21422949224152646
Telecom (Wireless),13,0.3031537052354213,0.6704800986236815,0.23893191250493606,1.2687870031976514,2.806155492560376,8543.117999999999,10766.633000000002,0.7934809331756731,2291.359999999999,-4.1274000000012165,0.0009215093503313159,0.00965363827295386,0.5328573290260382,0.05732648611785613,0.08875076734746427,-0.03142428122960814,86133.31000000001,-2706.67735667702,0.06444523814063269,0.059515144578375534,0.004930093562257154,129762.35519999996,639.740551994846,0.3525089827004595,0.21497290037388894,0.058,0.2009418504984289,0.0435986,0.6474910172995405,3191.847,2116.21,726.946,-1389.2640000000001,-0.016129230375565504,16827.533999999996,15577.250999999997,-1250.2829999999994,-0.013080959760231941,-13.477999999999994,41214.659999999996,-7978.480000000003,0.20230107281563592,15.6,0.00037850609467602063,0.08644234501072678,0.00557079750965102,0.35357877724941866,0.020269428865557344,0.09808333333333331,0.03874625,0.06834125,0.1280142857142857,0.05732648611785613,0.057238014407239114,0.383883973264115,0.07141127646550306,0.148144064930849,0.14580310872736063,0.12100245601258998,0.14580310872736063,0.12100245601258998,0.1457434166219995,0.12094276390722884,0.3158862712814561,0.5007990764659137,0.31615421614651046,0.616116026735885,0.0002679448650543926,0.18491280518445757,0.0023409562034883823,5.0097749908156526e-05,6.704748750480762,6.710858306405204,13.534106430273978,20.672245146304423,6.273206328494864,6.278527463270136,13.602594943426245,20.776855771385854,0.23076923076923073,10.517699595579698,11.36904231491261,10.862264429129697,9.959700804069918,10.49699808629264,0.8199864591457258,0.6850911993103291,1.1437421039262483,0.752567560301189,1.9833006295106228,8157.9,2803.0899999999997,1902.7,0.6787866247605322,0.1700968719476738,0.3436043589649297,0.3411311865022662,0.23323404307481094,0.23357590756645014,1.836807142726739,0.28162819043856513,0.07100528354136401,0.33028592816179503,0.21497290037388894,0.5171967568327434,0.6238890626709207,0.47,0.43,0.48,0.4614085535812684,0.6474910172995405,0.059515144578375534,0.049076571725386486,0.21574889584645973,0.019875530231316517,0.2608470233678524,-0.026499569266372577
Telecom. Equipment,54,0.9611502591339679,0.9551373262477205,0.221452494321546,4.340209678281568,4.313057431003121,1011.2460000000001,1612.6459999999993,0.6270725255263713,4715.343000000001,-898.8673999999974,0.060447243431738955,0.7138851150815763,1.07614476215508,0.12054236531782686,0.10995773080545518,0.010584634512371682,32233.182000000004,341.1764506407577,0.08137273856601333,0.09915002142723296,-0.01777728286121963,49424.69440030154,-878.6367726834983,0.8215696934623443,0.3324215694375289,0.0657,0.222150702016704,0.04938669,0.17843030653765568,977.0590000000001,256.701,36.181,-220.52000000000004,-0.006841397166435508,2775.149999999999,1340.5950000000003,-1434.554999999999,-0.12515571889105376,197.21799999999962,15436.380000000001,3780.9919999999984,0.18809919270803355,11.629999999999999,0.0007534149846013118,1.2232185102993662,0.09953664004769862,0.748534795329464,0.09023015475170901,0.163,0.08903675675675679,0.16603571428571431,0.2311,0.12054236531782686,0.04860476942320965,0.40283739269174457,0.07305134232403679,0.10580910483666975,0.10071462190640068,0.0924877969427786,0.10074405344757653,0.09251482438281125,0.08384427773447851,0.07561504866971323,0.14961531075563736,0.28123352193307194,0.3234605031957697,0.5971626073082554,0.17384519244013227,0.13161821117743458,0.005094482930269059,0.0029069458096718805,3.3183490520951,7.6897583936232845,10.072947026634402,11.984717376508089,3.192101162247033,6.901156325361723,10.248928972562247,12.194099385540438,0.4629629629629629,30.588286976024726,73.74393915288303,24.05513316253659,12.19986389941122,12.724421222015632,0.5506023895290192,1.554684496798306,1.101551067153528,0.9929857840827103,1.0325186481922266,4814.912999999999,765.7529999999999,896.753,1.1710734401301728,0.08168451420358487,0.15903776454527843,0.17055697844149892,0.18624490203665162,0.19337871760849937,0.21718219155053806,0.8210896368717387,0.1457218795200961,0.3813855594157009,0.3324215694375289,0.4738624717900959,1.3546534944271236,1.3,0.98,1.06,1.1311607507122183,0.17843030653765568,0.09915002142723296,0.08832095717671828,0.2528280654219703,0.17144285173724683,0.18346863734210136,0.10170681704409003
