,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,cost_of_equity,ede,cost_of_debt,aftertax_cost_of_debt,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Drugs (Pharmaceutical),41,0.8443951589959421,0.85798967,0.212158697,3.980016708888168,4.044093794561719,3698.556,4517.118,0.8187866688450467,816.048,-1532.4815999999992,-0.015966937464275167,-0.14790226646487478,0.5521000404076556,0.05151756530524152,0.100232060372,-0.04871449506675848,161935.7,-7888.615858782081,0.05142012673459367,0.09220310408216631,-0.04078297734757264,174127.6471,-7101.443887265423,0.8598807027030778,0.246928814,0.055900000000000005,0.212922385,0.0429312,0.14011929729692216,5475.39726,1697.984,13.088,-1684.896,-0.010404722368199228,4548.177,3548.038,-1000.1389999999997,-0.021516522898541463,-251.09000000000003,45816.58,-3369.1699999999983,0.18865692758607344,275.7,0.006017472277503035,-0.09604257281915728,-0.004938521266277508,0.34367688326794754,0.017705396277658353,0.053747419350000006,0.025508108109999997,0.178358182,0.112277778,0.05151756530524152,0.03220480121877409,0.6657833821692444,0.08677855669726478,0.142314439288282,0.13856080436814222,0.10905810743455897,0.1385839327773987,0.10907631128775531,0.12264314579901756,0.09313552430937416,0.26843224123571513,0.5880672170674756,0.431587265528882,0.3342166178307556,0.1631550242931669,0.3196349758317605,0.0037536349201397552,0.0018200176477292595,7.988689708551697,13.779576859468994,22.379681588672792,28.728965633467677,7.221644930799728,11.611012052637431,22.49012512374503,28.87074283038432,0.19512195121951215,27.28905993,30.37229366,23.21441679,27.03428135002833,28.915382052785727,2.5753432752103205,1.9716825277913788,1.841144258990931,2.967672392787455,3.116769988304367,12433.56,3076.623,4398.609,1.4296873552593217,0.2474450599828207,0.2634607084878045,0.3537690733788232,0.39715053695480623,0.1629520198051313,0.7625577410715081,0.09691838833105781,0.22730739,0.246928814,0.2336417089488803,0.100232060372,0.8598807027030778,0.055900000000000005,0.0429312,0.14011929729692219,0.09220310408216631,0.07821429585254269,0.26104728784874814,0.2211615660962217,0.13137446568987077,0.17171612542875647
Education,32,0.8648877203733255,0.822420667,0.211507364,4.089161266145445,3.8883784065315097,81.908,37.085,2.2086557907509774,45.126,-2.7228000000000065,0.015099371452410582,0.4194532163019513,2.1381640130031756,0.0529840911869795,0.0976853197572,-0.044701228570220505,2944.28,-131.61293325472883,0.09102037229254371,0.0811325688196041,0.009887803472939619,2701.761869,26.714490391354033,0.697689397418917,0.215869072,0.055900000000000005,0.303468062,0.0429312,0.302310602581083,91.179986,8.081,21.886,13.805,0.004688752428437512,143.943,77.206,-66.73700000000001,-0.0417031966181024,-39.809999999999974,168.22,-23.912000000000006,0.025808451032675567,0,0,0.9321144114100122,0.08484140074578456,0.41551291025641024,0.02201557392639287,0.11207521740000001,0.05281653846,0.075260909,,0.0529840911869795,0.05128739124234397,0.3698511808420218,0.027004523257645654,0.05680643815531408,0.05677510598409848,0.03954567460125952,0.06179291515559625,0.04304073894799703,0.06132158236119934,0.04256940615360012,0.10949849484404021,0.4191157403480467,0.11185810161663616,0.6301488191579783,0.0023596067725959484,0.3096172455040065,3.1332171215601685e-05,0.00397866642662646,6.494680086827342,6.620082708886365,13.092286836397923,22.47392128484724,7.353350906786467,7.5118098575294985,13.311103237045,22.849536532620792,0.1875,25.32398687,30.84323057,17.53611034,34.712676308869234,25.60519548945382,,1.889220485631109,1.9239112535488683,0.8043366494657085,0.8225318729541043,277.965,98.417,116.842,1.1872135911478707,0.35406256183332435,0.3836880761304679,0.42034788552515606,0.4467274068919637,0.4333025608522544,0.6170732671491118,0.2865278895591736,0.207263529,0.215869072,0.3472570610948657,0.0976853197572,0.697689397418917,0.055900000000000005,0.0429312,0.302310602581083,0.0811325688196041,0.06728555069679154,0.05610345502102371,0.03828808633138358,0.016101793204207855,-0.08751698601823496
Electrical Equipment,57,1.3284968905268526,1.314225073,0.282835623,4.697063532647204,4.646603773103928,3158.412,282.84,11.166779804836658,10.103,-459.53380000000016,0.02770712554731521,0.6308756550983815,1.235863683364335,0.06839564039564039,0.13289851522680002,-0.06450287483115963,63492,-4095.416528779987,0.04543190392476527,0.11775847087945127,-0.072326566954686,70852.31258,-5124.504529711711,0.8317161703760751,0.238713194,0.055900000000000005,0.283436755,0.0429312,0.16828382962392488,1459.878634,1031.118,1.986,-1029.1319999999998,-0.016208845208845205,2563.636,2710.713,147.07700000000023,0.009963035490210598,-271.649,2828.386,-311.3270000000002,0.027226125042113875,0,0,1.6822766596186915,0.07642903157467143,0.6638219724882191,0.045402528917028916,0.057841489360000005,0.03783703704,0.092779167,0.1048375,0.06839564039564039,0.05319286299757016,0.23795906527583313,0.04959327941455259,0.05829938856011274,0.058292604934916024,0.04177033815166644,0.058626013523853465,0.042009246492066325,0.053378025199911375,0.03676125816812424,0.12069966127554994,0.284073110120849,0.15396047224994805,0.7620409347241669,0.0332608109743981,0.16337344884529909,6.78362519671371e-06,0.0002617748430287402,6.401151590417871,8.469634140333802,14.870082281412381,19.84979525949329,5.660111645972915,7.219850103903701,14.86427968783612,19.842049485644626,0.08771929824561409,15.69461729,15.06023515,11.00639239,14.906738352148292,16.846632449217292,1.6069280981726282,1.2614265487207588,1.1284008039661257,0.8465049483919154,0.8714334620014207,6098.409,1524.614,923.827,0.6059415694726665,0.25000192673203786,0.2516018540258228,0.1514865598552016,0.15200020533742384,0.20233324253853618,1.1374712238931273,0.14379082705866825,0.209598388,0.238713194,0.23478263297416363,0.13289851522680002,0.8317161703760751,0.055900000000000005,0.0429312,0.16828382962392485,0.11775847087945127,0.10344235253321221,0.25341510989701227,0.24414015837594988,0.15766995036761766,0.2680686882022023
Electronics (Consumer & Office),10,1.2622274808434997,1.439228864,0.298283773,4.231633079294259,4.825032382837668,5260.7,1616.638,3.254098938661593,2145.57,515.3119999999999,0.041154906354622024,0.7297368964706727,1.0484338601287304,0.0862614130402371,0.14184878666239997,-0.05558737362216287,100608.6,-5592.567837802736,0.061722601540497836,0.11830882669578394,-0.0565862251552861,146122.9991,-8268.548927438267,0.7468930009197889,0.265822661,0.0636,0.243600146,0.0488448,0.253106999080211,1012.67006,946.64,0.021,-946.619,-0.009408927268643038,5063.7,3608.924,-1454.7759999999998,-0.034307760879357226,-5813.3,9626.3,2101.3999999999996,0.03166027407352348,0,0,1.3778692703777675,0.08504567595042342,0.8833146599006296,0.07619597072218477,0.24536249999999998,-0.000733,0.084155556,0.0284,0.0862614130402371,0.07076124971207393,0.2703082174121069,0.05664897523046626,0.07384371962718089,0.07334241512581895,0.05547619209317684,0.07338392659805497,0.0555075913647155,0.07674757536375583,0.05887124013041635,0.1540558340943197,0.34139032364819133,0.21928873507427862,0.729691782587893,0.06523290097995893,0.18733448955387164,0.0005013045013619426,0.0011417079470471012,4.940488879509036,7.32941546498433,13.474175792256448,17.5326612852454,4.515384895416295,6.427364779208013,13.493050699137536,17.557221403373507,0.09999999999999998,10.86629651,15.64029137,13.89014684,11.910449095588556,14.353980290185024,5.05421841203698,1.4446711997212793,1.1419001215537459,0.8174050573008017,0.9901730420893433,11499.06,2644.942,2495.7,0.9435745660963454,0.23001375764627718,0.23089652294173937,0.21703513156727594,0.21790112246537258,0.33887986467742104,1.1420097165728058,0.09524255024962437,0.254459598,0.265822661,0.5329143784718522,0.14184878666239997,0.7468930009197889,0.0636,0.0488448,0.25310699908021106,0.11830882669578394,0.10398565945731586,0.18462692305432823,0.1678971908018457,0.1887179072103645,0.04647771577470802
Electronics (General),139,1.5455621770242072,1.449315201,0.285568144,5.412235956627596,5.075199147563182,8010.098,1001.698,7.9965199091941885,673.393,-779.0324,0.056173872424817126,0.6169083459808696,0.9234307907619485,0.08728482610599889,0.1425709683916,-0.05528614228560111,137245.39,-7587.768159582816,0.08083877240791608,0.1345695396176701,-0.05373076720975402,133071.2071,-7150.018051011066,0.9146297249611345,0.254744246,0.0636,0.255276978,0.0488448,0.08537027503886555,2863.68955,1536.157,178.681,-1357.4759999999999,-0.009890867736978268,3366.717,4968.724,1602.007,0.07393781773622961,-1755.9060000000002,5010.215,-516.6179999999995,0.026795373423766956,0,0,1.1638284928455034,0.09408246665498564,0.7609496312014585,0.0664193562348433,0.12502000000000002,0.028411328130000003,0.10974831,0.105715789,0.08728482610599889,0.07246443041748314,0.3339756376134675,0.09748730591652727,0.12545641938753463,0.12545188658555093,0.09342690809359276,0.12606224114913447,0.09388145318867619,0.11972256501254659,0.0875417770520883,0.20763114710407254,0.3879830373923612,0.2506620047435732,0.6660243623865325,0.043030857639500646,0.18035189028828863,4.532801983690865e-06,0.0005914859005037758,8.12054127666661,10.014621726459893,14.656021205977982,20.290249651456147,7.431010545109595,8.9710625139212,14.775812198231673,20.456092011034038,0.13669064748201443,14.06373149,19.50146187,12.66362971,18.051166063363503,19.373774018084003,1.832628238539089,1.9304415770390686,1.81828644088548,1.9470275764442404,1.862672000507804,17041.676,4705.622,3036.7,0.6453344531286193,0.2761243671103711,0.2822146569162089,0.17819256744465745,0.18029480548858068,0.09333861857867477,1.352371707627936,0.12499689256645505,0.239173505,0.254744246,0.2992119335377556,0.1425709683916,0.9146297249611345,0.0636,0.0488448,0.08537027503886552,0.1345695396176701,0.12003810709054741,0.2415739076618595,0.24042386174384295,0.1259929013228539,0.30422553985712314
Engineering/Construction,156,0.8015358459785709,0.707283973,0.200344157,4.000794722346561,3.5303449004504786,3715.437,592.872,6.266845120025908,572.854,-115.7494000000006,0.02170381980043981,0.6369051665204807,1.692154300051699,0.05922595439555216,0.0894415324668,-0.030215578071247848,105820.38,-3197.4239534191142,0.05668424723071479,0.07776569768286959,-0.0210814504521548,97469.0665,-2054.7892960375316,0.7489625602598119,0.165191999,0.055900000000000005,0.31423057,0.0429312,0.2510374397401881,2071.865445,1596.632,383.855,-1212.777,-0.011460712955292733,7234.89,10342.978,3108.087999999999,0.1337673792604973,-128.13299999999992,700.174,172.86299999999994,0.003910732566837778,0,0,1.501291226457632,0.08509956304582743,0.6694172694103517,0.03964687666969254,0.00753164179,0.0172562069,0.068433415,0.060746154,0.05922595439555216,0.0565702896749052,0.12188159170376764,0.03799921422495357,0.04938831414267758,0.049386640732856486,0.03386784846498578,0.04987109308220868,0.03420007107646319,0.04916929531863602,0.03349827331289053,0.07462197611510633,0.14358925792156435,0.08010218713451,0.8781184082962323,0.005480211019403672,0.06896728180645802,1.6734098210967262e-06,0.0021159539618280667,5.7415033820234855,6.227139398707984,8.090059558986372,11.83965924029861,5.046104394893225,5.416688482177359,8.10497571957589,11.86148877780273,0.05769230769230771,11.60791167,12.95124927,10.50016414,10.65415854380401,11.08203484111097,1.8243187611697969,0.8020002932954927,0.7691561701276275,0.431389591027128,0.4042039985400105,9394.408,3006.812,3202.395,1.0650466341094822,0.320064021064446,0.322455105095073,0.3408831083342346,0.3417956638503133,0.33518022536814696,0.5624889580438023,0.2982360541129929,0.159507728,0.165191999,0.34276980420732256,0.0894415324668,0.7489625602598119,0.055900000000000005,0.0429312,0.2510374397401881,0.07776569768286959,0.06396180204752255,0.36045066260359526,0.07209613981945363,0.18626712592469533,0.18564601804251069
Entertainment,72,1.3431882348542379,1.123483013,0.221574884,6.062005813141881,5.070443873051966,766.178,296.134,2.58726792600647,787.853,-377.03780000000006,0.026911370145173537,0.1650588459933262,1.0969266819407737,0.14071784976598442,0.1192413837308,0.021476466035184424,48719.832,1046.3298171878912,0.18370364937094716,0.11704373631459908,0.06665991305634808,29839.606,1989.1055415956826,0.968781902476904,0.309797784,0.0636,0.217649183,0.0488448,0.031218097523095983,2325.49942,1492.75,56.999,-1435.751,-0.02946953922172802,466.009,890.679,424.66999999999996,0.13534423111428964,-100.32000000000016,729.09,-124.09100000000001,0.012702073492546685,0,0,0.33628614562769416,0.061776992184697205,0.6607957670568501,0.09298575947470426,0.07349722221999999,0.02959694915,0.106170333,0.049657143,0.14071784976598442,0.1218295740398412,0.5425630563004975,0.20945189182649565,0.22821532293001376,0.22821532293001376,0.17854444434621508,0.22878509320887966,0.17899020458938816,0.21726610834214738,0.16747121972265586,0.3015081941570079,0.5335750550075676,0.3383745072843401,0.4574369436995025,0.036866313127332205,0.23206686085055966,0,0.0060397728696138875,10.362777578882802,11.84273548286002,13.362287966242567,18.750443550610882,9.090472241436082,10.201991605163844,13.444862261500345,18.86631477460141,0.2777777777777778,87.77924136,828.5840693,22.56636196,15.906289008643698,16.9623394513708,3.4158911340047893,2.7747963254761383,3.5962067315212023,3.6508802127346263,3.075984065677905,9776.4,2727.419,2439.205,0.8943272009177908,0.27897989034818543,0.28347478259361875,0.24949930444744486,0.25173802291108544,0.03222407173717846,1.0963504369018406,0.18377007149648236,0.291223157,0.309797784,0.46840221587352154,0.1192413837308,0.968781902476904,0.0636,0.0488448,0.03121809752309601,0.11704373631459908,0.10273677220416588,0.1231682525832629,0.12252707301082187,0.08335209181513058,0.08842189230920575
Environmental & Waste Services,35,1.2262826980915613,1.191301973,0.253692683,4.833733017406582,4.695846797441928,357.374,141.402,2.5273617063407876,14.885,-3.26380000000006,0.018576610401906685,0.39046788669271715,2.349271897857249,0.10154107446471812,0.1240972212668,-0.022556146802081886,5434.52,-122.58183091885006,0.124865226903936,0.10876611557464824,0.016099111329287763,5215.062595,83.95787330610935,0.7962709314322679,0.253653306,0.0636,0.274439709,0.0488448,0.2037290685677321,138.85072,63.435,187.735,124.30000000000001,0.022872305189786772,583.039,402.093,-180.94599999999997,-0.055564273117567016,-200.8,236.129,11.155999999999977,0.021009600412844442,0,0,0.5887409138714902,0.07351326779819427,0.7483799814072164,0.07599130741997452,0.1664217857,0.05106903226,0.08238,0.3545,0.10154107446471812,0.09934552514731411,0.21292810734924417,0.04504121910607594,0.07347073035358646,0.07347073035358646,0.05330744449533074,0.0736217311208332,0.053417004655955495,0.07335533326259427,0.05315060679771657,0.11233814358940872,0.2471621665741617,0.11456185314571156,0.7870718926507558,0.00222370955630285,0.13482402298475302,0,0.0029741421528616673,9.149307051115724,9.35598721762866,12.509819894244442,19.358688480774646,9.359358234667983,9.544624731712492,14.563980054453317,22.537458996039803,0.11428571428571432,19.99410664,23.56756474,16.99092088,19.832602360562262,22.02004885563991,0.6211579366894192,2.264786593137298,2.2676667649594426,1.051542655653139,1.0722254236181397,932.56,349.33,181.635,0.5199524804625998,0.37459251951617056,0.38418671023150786,0.1947703096851677,0.1996862363978971,0.2558539568954008,0.995659102416552,0.18806723444269755,0.248420242,0.253653306,0.18331891872972667,0.1240972212668,0.7962709314322679,0.0636,0.0488448,0.2037290685677321,0.10876611557464824,0.09456517025201738,0.13664223448365928,0.05557535342322635,0.05114270789121421,0.11161040190668974
Farming/Agriculture,11,0.5492470298217005,0.775831666,0.221707108,2.4773541758602544,3.499354048675787,1072.615,56.116,19.11424549148193,1132.544,-460.16639999999984,0.07399532073553833,1.345666886097044,0.8262077504577641,0.07188787790678608,0.0943495472856,-0.022461669378813914,18296.84,-410.9775707570576,0.028511571351791592,0.07417311151049284,-0.04566154015870125,27625.13422,-1261.406175576042,0.6076024057514258,0.167383113,0.055900000000000005,0.249487316,0.0429312,0.3923975942485742,397.908262,307.973,1.42,-306.553,-0.016754423168153627,2673.009,5718.44,3045.4309999999996,0.24380063500877114,24.5,1254.387,1253.652,0.032362157554567846,0,0,3.041108747223749,0.08670678903502746,0.6974820123756862,0.050140501747842785,-0.048125,0.020280999999999997,0.08855,0.01,0.07188787790678608,0.0434126704777691,0.2537817482397992,0.0576286030993555,0.07280046091631215,0.0727692658199009,0.05461425700320329,0.07284405501202676,0.05467038724051986,0.05268262915076608,0.034508961379259184,0.13060054941925422,0.3128640340692514,0.14199284966329453,0.7462182517602007,0.011392300244040292,0.18226348464999717,3.119509641124951e-05,0.0010756174394609208,12.204912761070416,13.644974080332817,18.08604961647071,23.959135304787047,9.27836293402459,10.087715549979201,18.08604961647071,23.959135304787047,0,11.9606803,19.6680668,15.9985627,10.842759401319071,14.71114655662002,14.71114655662002,1.0665421716697083,1.0365466108673158,0.8477828260479056,1.3174611932124378,1899.16,469.218,611.768,1.303803349402623,0.2470660713157396,0.2470660713157396,0.32212557130520864,0.32212557130520864,0.645813101683318,0.5186094412469099,0.055781072834815926,0.199553629,0.167383113,0.12506759528108177,0.0943495472856,0.6076024057514258,0.055900000000000005,0.0429312,0.39239759424857423,0.07417311151049286,0.06041522929410248,0.43595453928084793,0.2659440240798104,0.1545744629580137,0.42606416025166377
Financial Svcs. (Non-bank & Insurance),37,0.08638794502637416,1.174931327,0.285517925,0.30256574968585304,4.11508779002229,7165.607,2904.26,2.4672746241727666,1104.721,0.12620000000060827,0.053132734649616355,1.0212972752516911,0.07054450711472568,0.15174656956431223,0.12292508301319999,0.028821486551112246,121620.12,3505.2726529246575,0.00370474661510257,0.0473677450479075,-0.04366299843280493,1431663.699,-62510.729845740716,0.055461053780517355,0.236167915,0.055900000000000005,0.294614622,0.0429312,0.9445389462194826,1886.7505,699.663,6.264,-693.399,-0.005701351059347747,57148.37,62208.838,5060.468000000001,0.004535147331324856,-13.519999999999527,6123.82,-1460.879,0.0010514845960018714,3.88,0.0006335914510877198,1.8221760471045914,0.006750700542631716,0.8977672215384128,0.13623309613573809,0.09134481481,0.06424727273,0.080137917,0.2095,0.15174656956431223,0.1517456271190142,0.5732809642677963,0.18273430801870294,0.07382921364913327,0.07374772528142448,0.05202056707427776,0.07444894023041108,0.052515193846127926,0.07445018978472516,0.05251644340044201,0.1750677081203505,0.3543013233889141,0.17507308457037066,0.4267190357322037,5.376450020154262e-06,0.1792336152685636,8.148836770878375e-05,0.007574833896903452,18.62279820300524,18.623446292343605,38.6462362114647,55.303896156918924,64.66632865208588,64.66831459962424,152.06843226946904,,0.05405405405405406,17.23621837,19.4697003,13.24502439,3.6887341045951487,3.552426487518793,0.16956689677894002,0.6067242746826208,0.9691226837233754,0.6500029060553977,11.321333624962016,26441.008,7848.971,2056.773,0.26204364877892916,0.29684840305634336,0.29196713315063383,0.07778723867108243,0.0777898011647973,17.030670747033028,0.08344946383895113,0.03401494486905454,0.203634024,0.236167915,0.13932899648819938,0.12292508301319999,0.055461053780517355,0.055900000000000005,0.0429312,0.9445389462194826,0.0473677450479075,0.03395318279606263,2.187756625236977,0.027911449175071375,,
Food Processing,120,0.37090264477367385,0.3816385,0.152377188,2.43410873794097,2.504564528385968,4326.845,1020.095,4.241609850062985,144.451,-254.85640000000058,0.02227450436556911,0.6855603306364644,1.520595414223624,0.0576047443943525,0.0661253166,-0.008520572205647496,84323.176,-718.4817097175221,0.04822216872014565,0.06207074843538079,-0.013848579715235142,94369.54673,-1306.8841905810127,0.825189799872817,0.139545251,0.055900000000000005,0.273165155,0.0429312,0.174810200127183,1716.167558,1269.166,18.252,-1250.914,-0.014834759070270312,2964.062,4722.863,1758.8010000000004,0.0775069584577834,-353.1579999999999,1795.797,-590.5999999999999,0.013988201067445317,0,0,1.5600794970612215,0.07523041672412618,0.646691180802958,0.03725248017223639,0.0168577551,0.010804285709999998,0.061921591,0.064529412,0.0576047443943525,0.05190491558249157,0.2360164852586693,0.03385007724851723,0.04578673276751786,0.04578673276751786,0.03327939281413526,0.046074727316567005,0.033488717287554245,0.04429869853844551,0.03171268850943275,0.0974167078403238,0.27952278744148873,0.10663391589702707,0.7639835147413307,0.00921720805670327,0.1821060796011649,0,0.002670951979088196,9.046234447869193,10.082632049289034,17.605646418557058,24.966196216314298,7.6570277582102895,8.381507362459066,17.721186896674496,25.130041733770916,0.1333333333333333,30.7937879,47.6909458,27.46456323,16.329740898690595,20.323222854784056,3.1494511145993487,1.478410417366391,1.3887738865343122,0.761347587665046,0.8164988539901977,7560.125,2280.664,2172.983,0.9527852414910745,0.3016701443428515,0.3130980808179803,0.2874268613283511,0.29660672697853796,0.21184241510756163,0.32823613094637427,0.11503426688514135,0.138961322,0.139545251,0.20720939101498753,0.0661253166,0.825189799872817,0.055900000000000005,0.0429312,0.17481020012718296,0.06207074843538078,0.04846787185443535,0.14227577546430994,0.1478338916458011,0.0961641947373446,0.17378622265552318
Food Wholesalers,36,0.5281394302261693,0.640413251,0.195780762,2.6976063676070954,3.27107344183286,253.765,168.013,1.5103890770357054,21.205,-0.5626000000000886,0.0023343264981943094,0.24801554052251884,4.485957698588761,0.05597117936011426,0.08465358877160001,-0.028682409411485747,8327.643,-238.8568659586934,0.0453805048707975,0.06765031375772292,-0.022269808886925417,10160.19389,-226.26557618440734,0.5924664067784382,0.210885254,0.055900000000000005,0.262538293,0.0429312,0.40753359322156185,71.84273,29.877,9.23,-20.647,-0.0024793329877373462,280.534,314.996,34.46199999999999,0.010743255460162476,-325.43000000000006,103.545,-18.495999999999995,0.005218757386876522,0,0,0.9737882357813218,0.044191001776999576,0.8458667733658294,0.047344160886819954,0.05007066667,-0.00526727273,0.08745,,0.05597117936011426,0.05586170973438456,0.09197840195532075,0.010226555677933749,0.01351801957953583,0.01351801957953583,0.009969021794383916,0.01373422869705254,0.010128467739256752,0.013721885076637515,0.010116124118841727,0.02034450680369124,0.09710905652263582,0.0203846575775261,0.9080215980446793,4.015077383485965e-05,0.07676454971894459,0,0.003185952933639328,6.9071318847755805,6.918656093126895,12.122663095824167,17.689664854925713,8.238053858804687,8.254312018342095,12.227108687435065,17.84207423037125,0.08333333333333337,40.9147702,26.85031956,13.64089923,12.865719553291449,11.841340225287679,,0.8175038191087031,0.8665652743462966,0.1253954741521166,0.1679299070169511,696.113,216.164,167.78,0.7761699450417276,0.3105300432544716,0.31067819588603807,0.2410240866066285,0.2422406611446153,0.687859410354662,0.4190429213191775,0.20656762715155078,0.164158209,0.210885254,0.11280203820989165,0.08465358877160001,0.5924664067784382,0.055900000000000005,0.0429312,0.4075335932215618,0.06765031375772292,0.0539759747637818,0.1416373178405466,0.06158729392560479,0.16791733767459005,0.03300632758643385
Furn/Home Furnishings,21,1.2502483569968281,1.014761191,0.255474141,4.893835251203871,3.972070077339061,257.766,80.639,3.1965426158558516,4.384,-40.655599999999936,0.0142563308435052,0.3774191480148782,1.3163026642648044,0.04023763458538754,0.1114569012756,-0.07121926669021246,9506.697,-677.0599889860428,0.048031414624707225,0.10812780290024401,-0.06009638827553679,7506.024464,-451.0849605942219,0.9514182516430315,0.180427902,0.055900000000000005,0.29050779,0.0429312,0.04858174835696848,139.76152,80.606,0.849,-79.75699999999999,-0.008389559486328427,107.226,56.788,-50.438,-0.14932248600416248,-17.180000000000007,50.13,-15.619999999999997,0.004255517826825128,0,0,1.616383645297903,0.07763719305989927,0.63463619561495,0.025536259333814884,0.04079823529,0.01007117647,0.10456,0.2675,0.04023763458538754,0.03304171332262096,0.2953482723021801,0.038716523957004916,0.05726958968441934,0.05726958968441934,0.04063232775099189,0.057230366520920624,0.04060449922203799,0.05311551054634522,0.03648964324746258,0.09907694176231249,0.32675300095139775,0.12513066537114634,0.7046517276978199,0.026053723608833828,0.22767605918908523,0,0.005714661646525374,7.094083719534736,9.211420118590182,14.049999555104561,21.28722263470084,6.465929959654328,8.166240335069977,14.13735691870876,21.41957820101454,0.09523809523809523,35.9965447,18.6537903,15.85739268,22.8822755363395,25.14491813487636,0.9399969396215462,1.214579933259288,1.131747826048714,0.9856085909192122,0.8090861180947754,644.97,214.197,163.825,0.7648333076560362,0.3321038187822689,0.3304650008274036,0.2540040622044436,0.2557535773497482,0.05106245152757082,0.9764680560641928,0.21898073242845287,0.192720365,0.180427902,0.0813024802990703,0.1114569012756,0.9514182516430315,0.055900000000000005,0.0429312,0.04858174835696849,0.10812780290024401,0.09393503301088146,0.25186129835428434,0.20347260176919493,0.16363150543511262,0.24301562721402395
Green & Renewable Energy,9,1.2410230042609667,1.567403489,0.172326779,7.201567924976806,9.095530584947566,184.74,-10.494,,20.16,0.8604000000000269,0.06815949470021465,1.2396012482998908,0.9982348870660596,0.09260403103822222,0.1510260898124,-0.05842205877417779,1139.756,-66.58689202022178,0.06500125029282149,0.11281093527512004,-0.04780968498229855,3178.3802,-151.95735611597507,0.6260063402268539,0.445744453,0.0636,0.231183813,0.0488448,0.3739936597731462,28.06464,2.96,32.598,29.637999999999998,0.026003811342076723,400.13,553,152.87,0.05979348619844929,4.050000000000001,26.053,-2.256999999999998,0.005514212542595298,0,0,1.8378478665481888,0.1194624091736268,0.734100392246035,0.06798065550872293,0.27949999999999997,0.1540414286,0.265,0.282,0.09260403103822222,0.09287074845131632,0.15041052455740567,0.03326619956693993,0.08434396442225563,0.08434396442225563,0.06484500512358223,0.08434396442225563,0.06484500512358223,0.08461514701664477,0.06511618771797137,0.10802547931302932,0.18590695196941476,0.10871352162306124,0.8495894754425943,0.0006880423100319279,0.07788147265638543,0,0.0012263731691865467,14.748129920497412,14.83173201765775,21.34385136246095,32.74028389671834,17.15852233686939,17.26780941821789,22.116145498572518,33.92494025693524,0.4444444444444444,36.97323292,26.32921103,18.62578479,33.274239950237146,23.785628946919267,0.8434620193943004,2.952593195664323,1.9288899321091326,1.3487898587039084,1.8653633890890293,188.1,63.62,63.191,0.993256837472493,0.33822434875066454,0.34778163749890073,0.3359436469962786,0.34732543311933867,0.5974279104547366,1.0744289965693514,0.13423925835349243,0.408312792,0.445744453,0.6653146542063682,0.1510260898124,0.6260063402268539,0.0636,0.0488448,0.37399365977314614,0.11281093527512004,0.09855818437997099,0.11364485922395888,0.09491705985621396,0.0750016547055097,0.11557944635129559
